,METAREA,COUNTY,AGE,COVIDUNAW,month_le,gender_Female,gender_Male,education_Bachelor's,education_Graduate or Professional Degree,education_High School or below,education_Some College or Associate Degree,race_Asian,race_Black,race_Native American,race_White,hispanic_Hispanic,hispanic_Non-Hispanic,marital_status_Divorced,marital_status_Married,marital_status_Single
2440,1521,37119,63,2,8,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0
2441,1521,37119,39,1,8,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0
2442,6641,0,34,1,8,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1
2443,1521,0,40,1,8,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0
2444,1521,0,43,1,8,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0
2445,6641,0,70,1,8,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1
2446,6641,0,64,1,8,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1
2447,1521,0,51,1,8,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0
2448,1521,0,48,1,8,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0
2449,1521,0,22,1,8,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1
2450,3121,37057,63,1,8,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0
2451,1521,37119,63,1,8,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0
2452,3121,37057,40,1,8,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0
2453,3121,37057,20,1,8,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1
2454,6642,0,45,1,8,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0
2455,6642,0,45,1,8,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0
2456,6642,0,49,1,8,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0
2457,1521,0,37,1,8,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0
2458,1521,0,34,1,8,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0
2459,1521,37119,58,1,8,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0
2460,1521,37119,36,1,8,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0
2461,1521,37119,36,1,8,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0
2462,6642,0,43,1,8,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0
2463,6642,0,40,1,8,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0
2464,3121,37067,27,1,8,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0
2465,6642,0,30,1,8,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0
2466,6642,0,34,1,8,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0
2467,6642,0,47,1,8,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0
2468,6642,0,48,1,8,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0
2469,1521,0,42,1,8,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0
2470,3122,0,50,1,8,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0
2471,3122,0,51,1,8,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0
2472,1521,0,25,1,8,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1
2473,1521,0,22,1,8,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1
2474,1521,0,72,1,8,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0
2475,1521,0,73,1,8,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0
2476,1521,37159,36,1,8,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1
2477,6642,0,52,1,8,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0
2478,6642,0,52,1,8,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0
2479,9999,0,47,1,8,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0
2480,9999,0,40,1,8,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0
2481,9999,0,55,1,8,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0
2482,9999,0,19,1,8,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1
2483,1521,37179,49,1,8,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0
2484,9999,0,66,1,8,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0
2485,3122,0,62,1,8,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0
2486,9999,0,39,1,8,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0
2487,9999,0,34,1,8,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0
2488,6642,0,47,1,8,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1
2489,6642,0,40,1,8,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1
2490,6642,0,55,1,8,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0
2491,6642,0,68,2,8,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0
2492,6642,0,47,1,8,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0
2493,6642,0,33,1,8,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0
2494,6642,0,58,1,8,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0
2495,6642,0,33,1,8,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0
2496,6642,0,35,1,8,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0
2497,1521,37119,35,1,8,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0
2498,1521,0,35,1,8,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0
2499,1521,0,36,1,8,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0
2500,6642,0,50,1,8,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0
2501,6642,0,51,1,8,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0
2502,6642,0,33,1,8,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1
2503,6642,0,33,1,8,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1
2504,3121,37067,66,1,8,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0
2505,6642,0,67,1,8,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0
2506,6642,0,56,1,8,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0
2507,1521,0,33,1,8,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1
2508,6642,0,37,1,8,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0
2509,1521,0,45,1,8,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0
2510,1521,0,46,1,8,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0
2511,1521,0,49,1,8,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0
2512,1521,0,50,1,8,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0
2513,6642,0,70,1,8,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0
2514,6642,0,53,1,8,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1
2515,6642,0,44,1,8,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0
2516,6642,0,44,1,8,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0
2517,2560,0,54,1,8,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0
2518,2560,0,59,1,8,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0
2519,6642,0,46,1,8,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0
2520,6642,0,40,1,8,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0
2521,6642,0,56,1,8,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0
2522,6642,0,54,1,8,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0
2523,6642,0,22,1,8,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1
2524,6642,0,49,1,8,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0
2525,6642,0,44,1,8,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0
2526,6642,0,44,1,8,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0
2527,6642,0,17,1,8,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1
2528,1521,0,54,1,8,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0
2529,1521,0,50,1,8,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0
2530,1521,0,40,2,8,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1
2531,1521,0,39,1,8,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0
2532,1521,37119,38,1,8,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0
2533,1521,37119,44,1,8,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0
2534,9999,0,65,1,8,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0
2535,3121,37067,48,1,8,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0
2536,1521,37119,44,1,8,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0
2537,3122,0,33,1,8,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0
2538,1521,37119,60,1,8,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0
2539,1521,37119,59,1,8,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0
2540,6641,0,65,1,8,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0
2541,9999,0,66,1,8,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0
2542,9999,0,64,1,8,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0
2543,1521,37119,32,1,8,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1
2544,1521,37119,30,1,8,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1
2545,1521,0,35,1,8,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0
2546,1521,0,40,1,8,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0
2547,9999,0,55,1,8,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0
2548,1521,0,47,1,8,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0
2549,1521,0,46,1,8,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0
2550,2560,0,59,2,8,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0
2551,2560,0,46,1,8,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0
2552,6642,0,49,1,8,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0
2553,6642,0,50,1,8,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0
2554,3122,0,23,1,8,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1
2555,6642,0,36,1,8,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1
2556,6642,0,40,1,8,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0
2557,3121,37067,58,1,8,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0
2558,6642,0,69,2,8,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0
2559,6642,0,33,2,8,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1
2560,6642,0,50,1,8,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0
2561,1521,0,45,1,8,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0
2562,6641,0,35,1,8,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0
2563,6641,0,35,1,8,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0
2564,1521,0,42,1,8,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0
2565,6642,0,30,1,8,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0
2566,1521,0,29,1,8,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0
2567,6642,0,57,1,8,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0
2568,1521,0,37,1,8,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0
2569,1521,0,38,1,8,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0
2570,6642,0,54,1,8,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0
2571,6642,0,51,1,8,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0
2572,6642,0,29,1,8,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
2573,1521,37119,31,2,8,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0
2574,1521,37119,35,1,8,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0
2575,6641,0,68,1,8,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0
2576,1521,37119,51,1,8,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0
2577,3122,0,46,1,8,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0
2578,3122,0,53,2,8,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0
2579,9999,0,44,1,8,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0
2580,9999,0,46,1,8,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0
2581,9999,0,26,1,8,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1
2582,1521,37119,42,1,8,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1
2583,1521,37119,42,1,8,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1
2584,6641,0,68,1,8,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1
2585,1521,0,66,1,8,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0
2586,2560,0,65,1,8,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0
2587,2560,0,60,1,8,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0
2588,1521,37119,46,1,8,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0
2589,2560,0,63,1,8,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0
2590,3122,0,61,1,8,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0
2591,6642,0,45,1,8,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0
2592,6642,0,39,1,8,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0
2593,6642,0,16,2,8,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1
2594,6642,0,47,1,8,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0
2595,6642,0,48,1,8,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0
2596,6642,0,16,1,8,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1
2597,3121,0,53,1,8,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1
2598,3121,0,43,1,8,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1
2599,1521,37119,33,1,8,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0
2600,1521,37119,39,1,8,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0
2601,6642,0,51,1,8,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0
2602,6642,0,48,1,8,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0
2603,6642,0,20,1,8,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1
2604,6642,0,23,2,8,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1
2605,1521,37179,64,1,8,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1
2606,1521,37179,64,1,8,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1
2607,6642,0,32,1,8,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1
2608,6641,0,55,1,8,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1
2609,6642,0,36,1,8,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0
2610,1521,0,43,1,8,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0
2611,6641,0,54,1,8,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0
2612,1521,0,64,1,8,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1
2613,6642,0,16,1,8,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1
2614,6642,0,32,1,8,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1
2615,6642,0,30,1,8,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1
2616,3122,0,49,1,8,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0
2617,3122,0,57,1,8,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0
2618,9998,0,67,1,8,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0
2619,9998,0,76,1,8,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0
2620,9998,0,78,1,8,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0
2621,9998,0,34,1,8,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0
2622,9998,0,35,1,8,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0
2623,9998,0,37,1,8,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1
2624,9998,0,74,1,8,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0
2625,9998,37155,43,1,8,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0
2626,9998,37155,41,1,8,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0
2627,9998,0,35,2,8,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1
2628,9998,37155,42,1,8,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1
2629,9998,37155,21,1,8,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1
2630,9998,0,43,1,8,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0
2631,9998,0,29,1,8,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0
2632,9998,0,50,2,8,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0
2633,9998,0,52,1,8,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0
2634,9998,0,51,1,8,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0
2635,9998,0,43,1,8,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0
2636,9998,0,39,1,8,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0
2637,9998,0,57,1,8,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0
2638,9998,0,23,1,8,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1
2639,9998,0,32,1,8,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1
2640,9998,0,53,1,8,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0
2641,9998,37155,58,2,8,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0
2642,9998,37155,32,1,8,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0
2643,9998,37155,30,1,8,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0
2644,9998,37155,36,1,8,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0
2645,9998,37155,36,2,8,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0
2646,9998,0,44,1,8,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1
2647,9998,0,41,1,8,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0
2648,9998,0,46,1,8,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0
2649,9998,0,32,1,8,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0
2650,9998,37155,42,1,8,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1
2651,9998,0,52,1,8,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
2652,9998,0,79,1,8,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0
2653,9998,0,17,1,8,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
2654,9998,0,29,1,8,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0
2655,9998,0,32,1,8,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0
2656,9998,0,61,1,8,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0
2657,9998,0,53,1,8,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0
2658,9998,0,55,1,8,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0
2659,9998,0,57,1,8,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0
2660,9998,0,48,1,8,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0
2661,9998,0,44,1,8,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1
2662,9998,0,17,1,8,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1
2663,9998,0,39,1,8,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0
2664,9998,0,40,1,8,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0
2665,9998,0,34,1,8,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0
2666,9998,0,76,1,8,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0
2667,9998,0,59,1,8,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1
2668,9998,0,48,1,8,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0
2669,9998,0,51,1,8,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0
2670,9998,0,48,1,8,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0
2671,9998,0,50,1,8,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0
2672,9998,0,52,1,8,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0
2673,9998,0,28,1,8,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0
2674,9998,0,32,1,8,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0
2675,9998,0,58,1,8,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0
2676,9998,0,53,1,8,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0
2677,9998,0,23,1,8,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1
2678,9998,0,47,1,8,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0
2679,9998,0,41,1,8,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0
2680,9998,0,17,1,8,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1
2681,9998,0,76,1,8,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0
2682,9998,37155,23,1,8,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0
2683,9998,37155,26,1,8,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0
2684,9998,0,25,1,8,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0
2685,9998,0,27,1,8,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0
2686,9998,0,39,1,8,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0
2687,9998,0,48,1,8,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0
2688,9998,0,39,1,8,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0
2689,9998,0,17,1,8,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1
2690,9998,0,36,1,8,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1
2691,9998,0,36,1,8,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1
2692,9998,0,67,1,8,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0
2693,9998,0,55,1,8,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0
2694,9998,0,50,1,8,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0
2695,9998,0,65,1,8,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0
2696,9998,0,30,1,8,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1
2697,9998,0,50,1,8,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0
2698,9998,37155,53,1,8,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0
2699,9998,37155,28,1,8,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1
2700,9998,37155,29,1,8,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1
2701,9998,0,48,1,8,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0
2702,9998,0,67,1,8,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1
2703,9998,0,36,2,8,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0
2704,9998,0,68,2,8,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0
2705,9998,0,49,1,8,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0
2706,9998,0,33,1,8,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0
2707,9998,0,31,1,8,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0
2708,9998,0,56,1,8,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1
2709,9998,0,30,1,8,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0
2710,9998,0,40,1,8,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0
2711,9998,0,43,1,8,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0
2712,9998,0,42,1,8,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0
2713,9998,0,45,2,8,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0
2714,9998,0,58,1,8,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0
2715,9998,0,52,1,8,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0
2716,9998,0,18,1,8,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1
2717,9998,0,34,1,8,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0
2718,9998,0,34,1,8,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0
2719,1300,37001,34,1,8,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1
2720,3150,37147,71,1,8,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0
2721,3150,37147,64,1,8,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1
2722,3150,37147,60,1,8,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0
2723,3150,37147,59,1,8,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0
2724,3150,37147,61,1,8,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0
2725,480,0,41,1,8,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0
2726,3600,37133,31,1,8,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0
2727,3600,37133,50,1,8,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0
2728,480,37021,64,1,8,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0
2729,480,37021,26,1,8,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1
2730,1300,37001,42,1,8,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1
2731,1300,37001,41,1,8,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0
2732,1300,37001,48,1,8,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0
2733,3150,37147,61,1,8,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0
2734,3150,37147,39,1,8,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0
2735,480,0,45,1,8,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0
2736,3600,37133,55,1,8,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0
2737,480,0,40,1,8,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0
2738,480,0,37,1,8,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0
2739,480,0,62,1,8,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0
2740,1300,37001,58,1,8,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0
2741,1300,37001,28,1,8,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1
2742,480,0,41,1,8,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0
2743,480,0,45,1,8,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0
2744,480,37021,53,1,8,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0
2745,3291,0,29,1,8,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0
2746,3291,0,34,1,8,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0
2747,1300,37001,42,1,8,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0
2748,1300,37001,19,1,8,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
2749,1300,37001,24,1,8,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1
2750,3600,37133,61,1,8,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1
2751,3600,37133,58,1,8,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1
2752,480,0,37,1,8,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0
