YEAR,MONTH,METAREA,COUNTY,AGE,SEX,RACE,MARST,HISPAN,EDUC,COVIDTELEW,COVIDUNAW,education,marital_status,gender
2021,2,2560,0,29,1,651,1,0,111,1,1,Bachelor's,Married,Male
2021,2,6642,0,49,2,200,2,400,73,1,1,High School or below,,Female
2021,2,6642,0,25,2,200,6,400,81,1,1,Some College or Associate Degree,Single,Female
2021,2,3121,37067,67,1,100,1,100,111,1,1,Bachelor's,Married,Male
2021,2,3121,37067,61,2,100,1,100,20,1,1,,Married,Female
2021,2,1521,37119,46,2,100,1,0,123,1,1,Graduate or Professional Degree,Married,Female
2021,2,1521,37119,46,1,100,1,0,123,2,1,Graduate or Professional Degree,Married,Male
2021,2,1521,0,52,2,200,4,0,111,1,1,Bachelor's,Divorced,Female
2021,2,6642,0,33,1,200,6,612,81,1,1,Some College or Associate Degree,Single,Male
2021,2,1521,37119,51,2,100,6,0,92,2,1,Some College or Associate Degree,Single,Female
2021,2,6641,0,48,2,200,1,0,111,2,1,Bachelor's,Married,Female
2021,2,6641,0,49,1,200,1,0,111,1,1,Bachelor's,Married,Male
2021,2,3122,0,47,1,100,1,0,73,1,1,High School or below,Married,Male
2021,2,1521,0,34,1,100,1,200,92,1,1,Some College or Associate Degree,Married,Male
2021,2,1521,0,31,2,100,1,200,111,2,1,Bachelor's,Married,Female
2021,2,6642,0,34,1,100,6,0,123,1,1,Graduate or Professional Degree,Single,Male
2021,2,6642,0,26,2,200,2,0,111,1,1,Bachelor's,,Female
2021,2,3122,0,56,2,801,5,0,73,2,1,High School or below,,Female
2021,2,6641,0,61,2,200,6,0,111,1,1,Bachelor's,Single,Female
2021,2,6642,0,35,1,200,6,100,30,1,1,,Single,Male
2021,2,6642,0,35,2,200,6,611,30,1,1,,Single,Female
2021,2,2560,0,24,1,200,6,0,111,1,1,Bachelor's,Single,Male
2021,2,3122,0,64,1,651,1,0,111,1,1,Bachelor's,Married,Male
2021,2,3122,0,55,2,651,1,0,111,1,1,Bachelor's,Married,Female
2021,2,6642,0,50,2,100,6,0,123,1,1,Graduate or Professional Degree,Single,Female
2021,2,2560,0,59,1,100,1,200,73,1,1,High School or below,Married,Male
2021,2,6641,0,57,2,100,1,0,92,2,1,Some College or Associate Degree,Married,Female
2021,2,6641,0,59,1,100,1,0,73,2,1,High School or below,Married,Male
2021,2,3122,0,43,1,651,1,0,92,1,2,Some College or Associate Degree,Married,Male
2021,2,6642,0,25,2,100,3,600,30,1,1,,,Female
2021,2,2560,0,39,1,100,6,0,81,1,1,Some College or Associate Degree,Single,Male
2021,2,1521,37119,55,1,200,6,0,123,1,1,Graduate or Professional Degree,Single,Male
2021,2,6642,0,40,2,200,1,0,123,1,1,Graduate or Professional Degree,Married,Female
2021,2,6642,0,40,1,200,1,0,123,1,1,Graduate or Professional Degree,Married,Male
2021,2,6642,0,43,2,100,1,0,123,2,1,Graduate or Professional Degree,Married,Female
2021,2,6642,0,41,1,100,1,0,123,2,1,Graduate or Professional Degree,Married,Male
2021,2,6642,0,25,1,100,6,0,111,1,1,Bachelor's,Single,Male
2021,2,6642,0,24,2,100,6,0,81,1,1,Some College or Associate Degree,Single,Female
2021,2,6641,0,38,1,200,1,0,111,1,1,Bachelor's,Married,Male
2021,2,6641,0,36,2,200,1,0,111,2,1,Bachelor's,Married,Female
2021,2,3122,0,52,1,200,1,0,111,1,1,Bachelor's,Married,Male
2021,2,1521,37119,57,1,100,6,0,111,1,1,Bachelor's,Single,Male
2021,2,3121,37067,73,1,100,1,0,73,1,1,High School or below,Married,Male
2021,2,3122,0,60,1,200,4,0,73,1,2,High School or below,Divorced,Male
2021,2,3122,0,43,2,100,1,0,123,1,1,Graduate or Professional Degree,Married,Female
2021,2,3122,0,46,1,200,1,0,92,1,1,Some College or Associate Degree,Married,Male
2021,2,6642,0,35,1,100,1,0,123,1,1,Graduate or Professional Degree,Married,Male
2021,2,6642,0,36,2,100,1,0,123,2,1,Graduate or Professional Degree,Married,Female
2021,2,1521,37119,39,1,200,6,0,73,1,2,High School or below,Single,Male
2021,2,1521,37119,32,2,651,1,0,92,2,1,Some College or Associate Degree,Married,Female
2021,2,3122,0,21,2,200,6,0,81,1,1,Some College or Associate Degree,Single,Female
2021,2,6642,0,57,2,100,1,0,73,2,1,High School or below,Married,Female
2021,2,1521,37119,46,2,200,6,0,111,2,1,Bachelor's,Single,Female
2021,2,3122,0,45,1,100,4,611,60,1,1,High School or below,Divorced,Male
2021,2,1521,37119,40,1,100,1,0,111,2,1,Bachelor's,Married,Male
2021,2,1521,37119,58,2,100,4,612,73,1,1,High School or below,Divorced,Female
2021,2,6642,0,36,1,100,6,100,71,1,2,High School or below,Single,Male
2021,2,6642,0,59,1,100,2,100,10,1,2,,,Male
2021,2,6642,0,28,1,100,2,100,111,1,1,Bachelor's,,Male
2021,2,6642,0,50,1,100,6,100,111,1,1,Bachelor's,Single,Male
2021,2,1521,37119,45,1,100,1,0,111,2,1,Bachelor's,Married,Male
2021,2,6642,0,24,2,100,6,0,123,1,1,Graduate or Professional Degree,Single,Female
2021,2,6641,0,47,2,200,6,0,81,2,1,Some College or Associate Degree,Single,Female
2021,2,6641,0,16,2,200,6,0,50,1,1,High School or below,Single,Female
2021,2,3122,0,62,1,100,1,0,123,1,1,Graduate or Professional Degree,Married,Male
2021,2,3122,0,57,2,100,1,0,123,1,1,Graduate or Professional Degree,Married,Female
2021,2,6641,0,26,1,100,6,0,111,2,1,Bachelor's,Single,Male
2021,2,1521,37119,85,1,100,5,0,91,1,1,Some College or Associate Degree,,Male
2021,2,6642,0,32,1,804,1,0,123,2,1,Graduate or Professional Degree,Married,Male
2021,2,6642,0,31,2,100,1,100,123,2,1,Graduate or Professional Degree,Married,Female
2021,2,3121,37067,32,1,651,1,0,123,2,1,Graduate or Professional Degree,Married,Male
2021,2,6641,0,21,1,100,6,611,111,1,1,Bachelor's,Single,Male
2021,2,6641,0,43,1,100,1,611,20,1,1,,Married,Male
2021,2,1521,37119,45,1,100,2,0,111,1,1,Bachelor's,,Male
2021,2,1521,0,45,2,200,6,0,81,1,1,Some College or Associate Degree,Single,Female
2021,2,1521,37119,55,2,200,6,0,73,1,1,High School or below,Single,Female
2021,2,6642,0,58,2,100,5,0,81,1,1,Some College or Associate Degree,,Female
2021,2,6641,0,51,1,100,1,0,125,2,1,Graduate or Professional Degree,Married,Male
2021,2,6641,0,46,2,100,1,612,123,2,1,Graduate or Professional Degree,Married,Female
2021,2,6642,0,61,1,100,4,0,111,1,1,Bachelor's,Divorced,Male
2021,2,3122,0,52,1,100,1,0,111,1,1,Bachelor's,Married,Male
2021,2,3122,0,50,2,100,1,0,111,1,1,Bachelor's,Married,Female
2021,2,1521,37119,28,2,100,6,0,125,1,1,Graduate or Professional Degree,Single,Female
2021,2,1521,37119,33,1,651,1,0,124,2,1,Graduate or Professional Degree,Married,Male
2021,2,1521,37119,63,2,200,1,0,81,1,1,Some College or Associate Degree,Married,Female
2021,2,1521,37119,44,2,200,6,0,81,2,1,Some College or Associate Degree,Single,Female
2021,2,1521,37119,60,2,100,1,0,73,1,1,High School or below,Married,Female
2021,2,6642,0,49,1,100,4,0,92,2,1,Some College or Associate Degree,Divorced,Male
2021,2,1521,37119,55,2,100,3,0,81,1,1,Some College or Associate Degree,,Female
2021,2,1521,37179,54,1,100,1,0,73,2,1,High School or below,Married,Male
2021,2,3121,37067,57,1,100,1,0,81,1,1,Some College or Associate Degree,Married,Male
2021,2,2560,0,33,1,200,6,0,73,1,2,High School or below,Single,Male
2021,2,2560,0,30,2,200,6,0,73,1,2,High School or below,Single,Female
2021,2,6642,0,61,2,100,4,0,111,1,1,Bachelor's,Divorced,Female
2021,2,3121,37067,20,1,100,6,0,73,1,1,High School or below,Single,Male
2021,2,1521,0,54,1,100,1,0,111,1,1,Bachelor's,Married,Male
2021,2,1521,0,52,2,100,1,0,71,1,1,High School or below,Married,Female
2021,2,6642,0,42,2,200,6,0,123,2,1,Graduate or Professional Degree,Single,Female
2021,2,3122,0,26,2,100,5,0,111,1,1,Bachelor's,,Female
2021,2,1521,37159,60,2,200,6,0,91,1,1,Some College or Associate Degree,Single,Female
2021,2,6642,0,24,2,100,6,0,111,1,1,Bachelor's,Single,Female
2021,2,6642,0,26,1,100,6,0,111,1,1,Bachelor's,Single,Male
2021,2,3121,0,85,2,100,5,0,73,1,1,High School or below,,Female
2021,2,1521,0,51,1,100,1,0,73,1,1,High School or below,Married,Male
2021,2,9999,0,26,2,100,1,0,81,1,1,Some College or Associate Degree,Married,Female
2021,2,9999,0,28,1,100,1,0,92,1,1,Some College or Associate Degree,Married,Male
2021,2,6641,0,38,2,200,6,0,92,1,1,Some College or Associate Degree,Single,Female
2021,2,1521,37159,32,2,100,6,0,123,2,1,Graduate or Professional Degree,Single,Female
2021,2,6642,0,45,2,100,1,0,123,2,1,Graduate or Professional Degree,Married,Female
2021,2,6642,0,48,1,100,1,0,111,2,1,Bachelor's,Married,Male
2021,2,6642,0,17,1,100,6,0,50,1,1,High School or below,Single,Male
2021,2,6641,0,61,1,100,2,0,123,2,2,Graduate or Professional Degree,,Male
2021,2,3121,37067,58,2,100,4,0,91,1,1,Some College or Associate Degree,Divorced,Female
2021,2,6641,0,54,1,100,6,0,123,2,1,Graduate or Professional Degree,Single,Male
2021,2,6641,0,59,1,100,1,0,60,1,1,High School or below,Married,Male
2021,2,6641,0,52,2,100,1,0,73,1,1,High School or below,Married,Female
2021,2,6641,0,22,2,100,6,0,92,1,1,Some College or Associate Degree,Single,Female
2021,2,3122,0,35,1,651,1,0,81,1,1,Some College or Associate Degree,Married,Male
2021,2,3121,37067,54,2,200,6,0,123,1,1,Graduate or Professional Degree,Single,Female
2021,2,3122,0,50,2,100,1,0,91,1,1,Some College or Associate Degree,Married,Female
2021,2,3122,0,50,1,100,1,0,91,1,1,Some College or Associate Degree,Married,Male
2021,2,3122,0,23,1,100,6,0,91,1,1,Some College or Associate Degree,Single,Male
2021,2,1521,37179,41,1,100,1,0,73,2,1,High School or below,Married,Male
2021,2,1521,37179,51,2,100,1,0,111,2,1,Bachelor's,Married,Female
2021,2,1521,37179,71,2,100,6,100,71,1,1,High School or below,Single,Female
2021,2,1521,37179,20,2,100,6,100,81,1,1,Some College or Associate Degree,Single,Female
2021,2,1521,37179,24,2,100,6,100,81,1,1,Some College or Associate Degree,Single,Female
2021,2,1521,37179,50,1,100,1,0,92,2,1,Some College or Associate Degree,Married,Male
2021,2,1521,37179,50,2,100,1,0,92,2,1,Some College or Associate Degree,Married,Female
2021,2,1521,37179,45,1,100,1,0,92,1,1,Some College or Associate Degree,Married,Male
2021,2,6641,0,35,2,100,6,100,73,1,1,High School or below,Single,Female
2021,2,6641,0,56,2,100,6,100,30,1,1,,Single,Female
2021,2,6641,0,29,1,100,6,100,81,1,1,Some College or Associate Degree,Single,Male
2021,2,6641,0,44,1,100,6,100,30,1,1,,Single,Male
2021,2,1521,0,41,1,100,1,0,111,1,1,Bachelor's,Married,Male
2021,2,1521,0,41,2,100,1,0,123,1,1,Graduate or Professional Degree,Married,Female
2021,2,3121,37067,72,1,100,1,0,91,1,1,Some College or Associate Degree,Married,Male
2021,2,6642,0,50,1,100,4,0,73,1,1,High School or below,Divorced,Male
2021,2,6642,0,52,1,100,1,0,111,1,1,Bachelor's,Married,Male
2021,2,6642,0,52,2,651,1,0,111,1,1,Bachelor's,Married,Female
2021,2,6642,0,34,2,200,6,0,111,1,1,Bachelor's,Single,Female
2021,2,6642,0,34,1,100,1,100,73,1,2,High School or below,Married,Male
2021,2,6642,0,30,1,100,6,0,73,1,1,High School or below,Single,Male
2021,2,1521,37119,35,2,100,1,0,91,1,1,Some College or Associate Degree,Married,Female
2021,2,1521,37119,44,1,100,1,0,81,1,1,Some College or Associate Degree,Married,Male
2021,2,3122,0,41,1,651,1,0,123,1,1,Graduate or Professional Degree,Married,Male
2021,2,6642,0,44,1,100,1,0,111,1,1,Bachelor's,Married,Male
2021,2,6642,0,63,1,651,1,0,111,2,1,Bachelor's,Married,Male
2021,2,6642,0,32,1,651,6,0,81,1,1,Some College or Associate Degree,Single,Male
2021,2,3121,37067,70,1,100,1,0,73,1,1,High School or below,Married,Male
2021,2,1521,0,46,1,651,1,0,123,1,1,Graduate or Professional Degree,Married,Male
2021,2,1521,0,44,2,651,1,0,123,2,1,Graduate or Professional Degree,Married,Female
2021,2,1521,0,66,2,651,5,0,111,1,1,Bachelor's,,Female
2021,2,1521,37159,40,2,200,6,0,111,2,1,Bachelor's,Single,Female
2021,2,3122,0,57,2,100,1,0,111,1,1,Bachelor's,Married,Female
2021,2,3122,0,67,1,100,1,0,111,1,1,Bachelor's,Married,Male
2021,2,1521,0,36,2,100,1,0,91,2,1,Some College or Associate Degree,Married,Female
2021,2,1521,0,30,1,100,1,0,73,1,1,High School or below,Married,Male
2021,2,3122,0,50,2,100,5,0,73,1,1,High School or below,,Female
2021,2,9999,0,47,2,200,1,0,91,1,1,Some College or Associate Degree,Married,Female
2021,2,9999,0,47,1,200,1,0,73,1,1,High School or below,Married,Male
2021,2,6642,0,57,1,100,1,100,60,1,1,High School or below,Married,Male
2021,2,6642,0,44,2,100,1,100,60,1,1,High School or below,Married,Female
2021,2,6642,0,22,2,100,6,100,111,2,1,Bachelor's,Single,Female
2021,2,6642,0,23,2,100,6,100,111,2,1,Bachelor's,Single,Female
2021,2,6642,0,32,2,100,1,300,91,1,1,Some College or Associate Degree,Married,Female
2021,2,6642,0,33,1,100,1,300,81,1,1,Some College or Associate Degree,Married,Male
2021,2,6642,0,56,2,100,1,300,73,1,1,High School or below,Married,Female
2021,2,6642,0,60,1,100,1,300,81,1,1,Some College or Associate Degree,Married,Male
2021,2,1521,37119,85,1,100,5,0,91,1,1,Some College or Associate Degree,,Male
2021,2,9999,0,61,1,100,1,0,71,1,1,High School or below,Married,Male
2021,2,6642,0,58,1,100,1,0,123,2,1,Graduate or Professional Degree,Married,Male
2021,2,6642,0,56,2,100,1,0,111,2,1,Bachelor's,Married,Female
2021,2,2560,0,41,1,100,1,0,111,2,1,Bachelor's,Married,Male
2021,2,2560,0,40,2,100,1,0,111,1,1,Bachelor's,Married,Female
2021,2,9999,0,20,1,100,3,0,81,1,1,Some College or Associate Degree,,Male
2021,2,6642,0,34,1,200,6,0,73,1,1,High School or below,Single,Male
2021,2,6642,0,37,1,200,6,100,73,1,1,High School or below,Single,Male
2021,2,6642,0,59,2,100,1,0,92,1,1,Some College or Associate Degree,Married,Female
2021,2,6642,0,74,2,200,5,0,111,2,1,Bachelor's,,Female
2021,2,1521,37179,37,2,100,4,0,124,1,1,Graduate or Professional Degree,Divorced,Female
2021,2,1521,37179,34,1,100,6,0,111,2,1,Bachelor's,Single,Male
2021,2,1521,0,49,1,100,4,0,111,1,1,Bachelor's,Divorced,Male
2021,2,1521,37179,55,1,100,1,0,73,1,1,High School or below,Married,Male
2021,2,6642,0,48,1,100,1,0,123,1,1,Graduate or Professional Degree,Married,Male
2021,2,6642,0,16,2,100,6,0,50,1,1,High School or below,Single,Female
2021,2,6642,0,20,2,100,6,0,81,1,1,Some College or Associate Degree,Single,Female
2021,2,1521,0,42,1,200,6,0,73,1,1,High School or below,Single,Male
2021,2,6642,0,42,2,100,1,0,111,1,1,Bachelor's,Married,Female
2021,2,6642,0,31,1,100,1,0,123,2,1,Graduate or Professional Degree,Married,Male
2021,2,1521,37119,80,1,100,1,0,111,1,1,Bachelor's,Married,Male
2021,2,9999,0,48,1,100,1,0,91,1,1,Some College or Associate Degree,Married,Male
2021,2,9999,0,49,2,100,1,0,73,1,1,High School or below,Married,Female
2021,2,2560,0,30,2,200,6,0,73,1,1,High School or below,Single,Female
2021,2,6642,0,67,1,200,1,0,123,2,1,Graduate or Professional Degree,Married,Male
2021,2,6642,0,25,2,100,1,100,111,2,2,Bachelor's,Married,Female
2021,2,6642,0,25,1,100,1,0,111,2,2,Bachelor's,Married,Male
2021,2,1521,0,34,2,100,1,0,111,1,1,Bachelor's,Married,Female
2021,2,1521,0,38,1,100,1,0,111,1,1,Bachelor's,Married,Male
2021,2,1521,0,61,1,100,1,0,111,1,1,Bachelor's,Married,Male
2021,2,1521,0,57,2,100,1,0,125,1,1,Graduate or Professional Degree,Married,Female
2021,2,3122,0,27,2,200,6,0,123,1,1,Graduate or Professional Degree,Single,Female
2021,2,3122,0,31,1,200,6,0,81,1,1,Some College or Associate Degree,Single,Male
2021,2,3122,0,45,2,100,4,0,123,2,1,Graduate or Professional Degree,Divorced,Female
2021,2,1521,37119,35,2,100,4,611,73,1,1,High School or below,Divorced,Female
2021,2,1521,37119,19,1,100,6,611,73,1,1,High School or below,Single,Male
2021,2,1521,37119,21,2,100,6,611,81,1,1,Some College or Associate Degree,Single,Female
2021,2,3121,37057,39,1,100,1,0,73,1,2,High School or below,Married,Male
2021,2,3121,37057,40,2,100,1,0,73,1,1,High School or below,Married,Female
2021,2,3121,0,55,2,100,1,100,73,1,1,High School or below,Married,Female
2021,2,1521,0,50,1,200,1,0,81,1,1,Some College or Associate Degree,Married,Male
2021,2,1521,0,53,2,200,1,0,123,2,1,Graduate or Professional Degree,Married,Female
2021,2,1521,0,58,2,100,1,0,81,1,1,Some College or Associate Degree,Married,Female
2021,2,1521,0,60,1,100,1,0,73,1,1,High School or below,Married,Male
2021,2,6641,0,39,1,100,1,0,124,2,1,Graduate or Professional Degree,Married,Male
2021,2,6641,0,38,2,100,1,0,124,2,1,Graduate or Professional Degree,Married,Female
2021,2,3122,0,35,2,100,3,0,92,1,1,Some College or Associate Degree,,Female
2021,2,3121,37057,42,1,100,1,0,73,1,1,High School or below,Married,Male
2021,2,3121,37057,40,2,100,1,0,73,1,1,High School or below,Married,Female
2021,2,3121,37057,61,1,100,1,0,123,1,1,Graduate or Professional Degree,Married,Male
2021,2,3121,37057,66,2,100,1,0,111,1,1,Bachelor's,Married,Female
2021,2,6642,0,28,2,651,6,0,123,2,1,Graduate or Professional Degree,Single,Female
2021,2,6642,0,28,2,651,6,0,111,2,1,Bachelor's,Single,Female
2021,2,6642,0,54,1,200,1,0,111,2,1,Bachelor's,Married,Male
2021,2,6642,0,67,1,100,1,0,81,1,2,Some College or Associate Degree,Married,Male
2021,2,6642,0,57,1,100,1,0,73,1,1,High School or below,Married,Male
2021,2,6642,0,56,2,100,1,0,73,2,1,High School or below,Married,Female
2021,2,1521,37119,64,2,100,1,0,81,1,1,Some College or Associate Degree,Married,Female
2021,2,1521,37119,52,2,100,4,0,123,1,1,Graduate or Professional Degree,Divorced,Female
2021,2,6642,0,42,2,100,3,0,111,1,1,Bachelor's,,Female
2021,2,1521,0,63,2,100,1,0,123,1,1,Graduate or Professional Degree,Married,Female
2021,2,6642,0,44,1,100,4,0,111,1,2,Bachelor's,Divorced,Male
2021,2,6642,0,40,2,100,6,100,30,1,1,,Single,Female
2021,2,6642,0,57,2,100,1,0,123,2,1,Graduate or Professional Degree,Married,Female
2021,2,6642,0,50,1,100,1,100,73,1,1,High School or below,Married,Male
2021,2,6642,0,45,2,100,1,100,20,1,1,,Married,Female
2021,2,6642,0,19,1,100,6,100,73,1,1,High School or below,Single,Male
2021,2,6642,0,20,1,100,6,100,73,1,1,High School or below,Single,Male
2021,2,1521,37119,56,2,100,1,0,81,1,1,Some College or Associate Degree,Married,Female
2021,2,1521,37119,55,1,100,1,0,91,2,1,Some College or Associate Degree,Married,Male
2021,2,1521,37119,41,1,100,1,0,125,1,1,Graduate or Professional Degree,Married,Male
2021,2,3122,0,47,1,100,3,0,111,1,1,Bachelor's,,Male
2021,2,6642,0,47,2,100,5,0,123,1,1,Graduate or Professional Degree,,Female
2021,2,6642,0,34,1,100,6,0,123,2,1,Graduate or Professional Degree,Single,Male
2021,2,6642,0,31,2,651,6,0,123,2,1,Graduate or Professional Degree,Single,Female
2021,2,3121,37067,53,1,100,1,0,123,1,1,Graduate or Professional Degree,Married,Male
2021,2,2560,0,25,1,200,6,200,81,1,1,Some College or Associate Degree,Single,Male
2021,2,2560,0,23,2,200,6,0,81,1,1,Some College or Associate Degree,Single,Female
2021,2,3122,0,41,2,100,1,0,92,1,1,Some College or Associate Degree,Married,Female
2021,2,3122,0,48,1,100,1,0,111,2,1,Bachelor's,Married,Male
2021,2,1521,0,60,1,200,1,0,123,1,1,Graduate or Professional Degree,Married,Male
2021,2,1521,0,23,1,200,6,0,81,1,1,Some College or Associate Degree,Single,Male
2021,2,1521,0,40,2,100,6,0,111,1,1,Bachelor's,Single,Female
2021,2,3121,37057,62,2,100,4,0,73,1,1,High School or below,Divorced,Female
2021,2,6642,0,27,1,100,6,100,111,2,1,Bachelor's,Single,Male
2021,2,3121,37057,33,1,100,6,0,73,1,1,High School or below,Single,Male
2021,2,3121,37057,25,2,100,6,0,81,1,1,Some College or Associate Degree,Single,Female
2021,2,3121,37057,52,1,100,6,0,73,1,1,High School or below,Single,Male
2021,2,9999,0,55,1,802,4,0,73,1,1,High School or below,Divorced,Male
2021,2,6642,0,52,2,100,1,0,111,1,1,Bachelor's,Married,Female
2021,2,6642,0,58,1,100,1,0,111,1,1,Bachelor's,Married,Male
2021,2,1521,37159,31,1,200,1,0,111,1,2,Bachelor's,Married,Male
2021,2,1521,37159,30,2,200,1,0,91,1,1,Some College or Associate Degree,Married,Female
2021,2,3121,37067,37,1,100,1,0,81,2,1,Some College or Associate Degree,Married,Male
2021,2,3121,37067,38,2,100,1,0,81,2,1,Some College or Associate Degree,Married,Female
2021,2,1521,37119,28,2,100,1,0,123,2,1,Graduate or Professional Degree,Married,Female
2021,2,1521,37119,30,1,100,1,0,73,1,1,High School or below,Married,Male
2021,2,9999,0,22,1,100,6,0,81,1,1,Some College or Associate Degree,Single,Male
2021,2,9999,0,51,2,100,4,0,81,1,1,Some College or Associate Degree,Divorced,Female
2021,2,6642,0,25,2,100,6,0,111,1,1,Bachelor's,Single,Female
2021,2,6642,0,70,2,200,1,0,111,1,1,Bachelor's,Married,Female
2021,2,6642,0,65,1,200,1,0,111,1,1,Bachelor's,Married,Male
2021,2,6642,0,62,1,100,1,0,30,1,1,,Married,Male
2021,2,6642,0,60,2,100,1,0,73,1,1,High School or below,Married,Female
2021,2,6642,0,33,2,100,1,0,123,2,1,Graduate or Professional Degree,Married,Female
2021,2,6642,0,28,1,100,1,0,111,1,1,Bachelor's,Married,Male
2021,2,6642,0,69,2,200,5,0,125,1,2,Graduate or Professional Degree,,Female
2021,2,9999,0,71,1,100,1,0,125,1,1,Graduate or Professional Degree,Married,Male
2021,2,6642,0,60,1,200,6,0,73,1,1,High School or below,Single,Male
2021,2,6642,0,21,2,200,6,0,81,1,1,Some College or Associate Degree,Single,Female
2021,2,1521,37159,44,1,100,1,0,91,2,1,Some College or Associate Degree,Married,Male
2021,2,1521,37159,40,2,100,1,0,91,2,1,Some College or Associate Degree,Married,Female
2021,2,1521,37179,54,1,100,6,0,123,1,1,Graduate or Professional Degree,Single,Male
2021,2,6642,0,26,2,100,6,0,111,1,1,Bachelor's,Single,Female
2021,2,6642,0,26,2,100,6,0,123,1,1,Graduate or Professional Degree,Single,Female
2021,2,6642,0,48,2,100,1,0,73,2,1,High School or below,Married,Female
2021,2,6642,0,56,1,100,1,0,73,1,1,High School or below,Married,Male
2021,2,6642,0,19,1,100,6,0,81,1,1,Some College or Associate Degree,Single,Male
2021,2,6641,0,65,1,200,1,0,73,1,1,High School or below,Married,Male
2021,2,6642,0,32,2,100,1,0,123,2,1,Graduate or Professional Degree,Married,Female
2021,2,1521,37179,30,1,100,6,0,73,1,1,High School or below,Single,Male
2021,2,1521,37179,28,1,100,6,0,73,1,1,High School or below,Single,Male
2021,2,1521,37179,62,1,100,1,0,124,2,1,Graduate or Professional Degree,Married,Male
2021,2,1521,37179,59,2,100,1,0,124,1,1,Graduate or Professional Degree,Married,Female
2021,2,6642,0,56,2,100,4,0,73,2,1,High School or below,Divorced,Female
2021,2,6642,0,18,1,100,6,0,73,1,1,High School or below,Single,Male
2021,2,6642,0,20,1,100,6,0,81,1,1,Some College or Associate Degree,Single,Male
2021,2,3122,0,40,1,100,6,0,111,1,1,Bachelor's,Single,Male
2021,2,1521,37179,66,1,100,1,0,124,1,1,Graduate or Professional Degree,Married,Male
2021,2,1521,37179,60,2,200,1,0,125,1,1,Graduate or Professional Degree,Married,Female
2021,2,6641,0,79,1,200,3,0,73,1,1,High School or below,,Male
2021,2,9999,0,62,2,100,4,0,111,1,1,Bachelor's,Divorced,Female
2021,2,6642,0,63,1,100,1,0,124,1,1,Graduate or Professional Degree,Married,Male
2021,2,6642,0,54,2,100,3,0,111,1,1,Bachelor's,,Female
2021,2,2560,0,33,1,200,6,0,73,1,1,High School or below,Single,Male
2021,2,6642,0,53,1,100,6,0,92,1,1,Some College or Associate Degree,Single,Male
2021,2,6642,0,28,1,100,6,0,123,1,1,Graduate or Professional Degree,Single,Male
2021,2,6642,0,27,1,100,6,0,111,1,1,Bachelor's,Single,Male
2021,2,6642,0,28,1,100,6,0,111,1,1,Bachelor's,Single,Male
2021,2,1521,37119,58,1,100,1,100,73,1,1,High School or below,Married,Male
2021,2,6641,0,26,1,100,6,600,91,1,1,Some College or Associate Degree,Single,Male
2021,2,6641,0,47,2,100,2,600,20,1,1,,,Female
2021,2,6641,0,51,1,100,2,600,10,1,1,,,Male
2021,2,3122,0,18,1,100,6,600,71,1,1,High School or below,Single,Male
2021,2,3122,0,64,2,100,1,0,73,1,1,High School or below,Married,Female
2021,2,6642,0,80,1,100,1,0,111,1,1,Bachelor's,Married,Male
2021,2,6642,0,77,2,100,1,0,111,1,1,Bachelor's,Married,Female
2021,2,6642,0,44,2,100,1,0,81,1,1,Some College or Associate Degree,Married,Female
2021,2,6642,0,68,1,100,1,0,123,1,1,Graduate or Professional Degree,Married,Male
2021,2,3121,37067,27,1,100,6,0,111,2,1,Bachelor's,Single,Male
2021,2,3121,37067,26,2,100,6,0,123,1,2,Graduate or Professional Degree,Single,Female
2021,2,1521,37119,48,2,100,1,0,111,1,1,Bachelor's,Married,Female
2021,2,1521,37119,45,1,100,1,0,111,1,1,Bachelor's,Married,Male
2021,2,9999,0,61,2,100,4,0,73,1,1,High School or below,Divorced,Female
2021,2,6642,0,30,2,100,4,0,111,1,1,Bachelor's,Divorced,Female
2021,2,1521,37119,42,1,651,1,0,73,1,1,High School or below,Married,Male
2021,2,6642,0,28,1,100,2,0,91,1,1,Some College or Associate Degree,,Male
2021,2,6642,0,36,1,100,1,0,111,1,1,Bachelor's,Married,Male
2021,2,6642,0,45,2,651,3,0,123,1,1,Graduate or Professional Degree,,Female
2021,2,2560,0,30,2,801,2,0,73,1,1,High School or below,,Female
2021,2,3122,0,39,1,100,1,0,73,1,1,High School or below,Married,Male
2021,2,3122,0,36,2,100,1,0,111,1,1,Bachelor's,Married,Female
2021,2,1521,37179,50,1,802,1,0,73,1,1,High School or below,Married,Male
2021,2,1521,37179,53,2,100,6,0,123,1,1,Graduate or Professional Degree,Single,Female
2021,2,6642,0,34,1,100,1,0,111,1,1,Bachelor's,Married,Male
2021,2,6642,0,37,2,100,1,0,111,1,1,Bachelor's,Married,Female
2021,2,6642,0,56,2,200,1,0,73,2,1,High School or below,Married,Female
2021,2,6642,0,60,1,200,1,0,73,1,1,High School or below,Married,Male
2021,2,6642,0,23,2,200,6,0,111,2,1,Bachelor's,Single,Female
2021,2,1521,0,55,2,100,1,0,73,1,1,High School or below,Married,Female
2021,2,6642,0,64,1,100,1,0,111,2,1,Bachelor's,Married,Male
2021,2,6642,0,63,2,100,1,0,111,2,2,Bachelor's,Married,Female
2021,2,6642,0,39,1,100,1,0,111,2,1,Bachelor's,Married,Male
2021,2,1521,37159,73,2,100,1,0,91,1,1,Some College or Associate Degree,Married,Female
