YEAR,MONTH,METAREA,COUNTY,AGE,SEX,RACE,MARST,HISPAN,EDUC,COVIDTELEW,COVIDUNAW,education,marital_status,gender
2020,11,3291,0,37,1,100,1,0,73,1,1,High School or below,Married,Male
2020,11,3150,37147,39,1,200,1,0,73,1,1,High School or below,Married,Male
2020,11,3150,37147,38,2,200,1,0,123,1,1,Graduate or Professional Degree,Married,Female
2020,11,1300,37001,61,1,100,1,0,73,1,1,High School or below,Married,Male
2020,11,1300,37001,59,2,100,1,0,73,1,1,High School or below,Married,Female
2020,11,3600,37133,40,1,100,1,0,73,1,1,High School or below,Married,Male
2020,11,3600,37133,39,2,100,1,0,123,1,1,Graduate or Professional Degree,Married,Female
2020,11,3291,0,19,2,100,6,0,81,1,1,Some College or Associate Degree,Single,Female
2020,11,3291,0,19,2,100,6,0,81,1,1,Some College or Associate Degree,Single,Female
2020,11,1300,37001,60,2,100,1,0,111,2,1,Bachelor's,Married,Female
2020,11,1300,37001,56,1,100,1,0,123,1,1,Graduate or Professional Degree,Married,Male
2020,11,1300,37001,31,2,200,6,0,91,1,1,Some College or Associate Degree,Single,Female
2020,11,3600,37133,34,2,100,1,0,111,1,1,Bachelor's,Married,Female
2020,11,480,37021,34,1,100,6,0,73,1,1,High School or below,Single,Male
2020,11,1300,37001,66,1,100,1,0,111,1,1,Bachelor's,Married,Male
2020,11,3600,37133,36,1,200,1,0,81,1,1,Some College or Associate Degree,Married,Male
2020,11,1300,37001,46,1,200,6,0,91,1,1,Some College or Associate Degree,Single,Male
2020,11,3291,0,57,2,100,4,0,73,1,1,High School or below,Divorced,Female
2020,11,480,37021,60,2,100,4,0,50,1,1,High School or below,Divorced,Female
2020,11,3291,0,43,1,100,3,0,40,1,1,,,Male
2020,11,1300,37001,29,1,200,6,0,111,1,2,Bachelor's,Single,Male
2020,11,3600,37133,37,2,100,6,0,92,1,2,Some College or Associate Degree,Single,Female
2020,11,3291,0,44,2,100,4,0,81,1,1,Some College or Associate Degree,Divorced,Female
2020,11,3291,0,21,1,100,6,0,40,1,1,,Single,Male
2020,11,480,37021,47,1,100,4,0,111,1,1,Bachelor's,Divorced,Male
2020,11,3291,0,24,1,100,1,0,73,1,1,High School or below,Married,Male
2020,11,2980,37191,54,1,200,6,0,73,1,1,High School or below,Single,Male
2020,11,2980,37191,57,1,100,1,0,50,1,2,High School or below,Married,Male
2020,11,3150,37147,38,2,100,1,0,111,2,1,Bachelor's,Married,Female
2020,11,3150,37147,44,1,100,1,0,73,2,1,High School or below,Married,Male
2020,11,1300,37001,80,1,100,1,612,111,1,1,Bachelor's,Married,Male
2020,11,1300,37001,80,2,100,1,0,111,1,1,Bachelor's,Married,Female
2020,11,1300,37001,41,1,100,6,612,73,1,1,High School or below,Single,Male
2020,11,2980,37191,32,2,651,1,0,111,1,1,Bachelor's,Married,Female
2020,11,2980,37191,30,2,100,1,0,92,1,1,Some College or Associate Degree,Married,Female
2020,11,1300,37001,52,1,100,4,0,81,1,1,Some College or Associate Degree,Divorced,Male
2020,11,480,0,25,1,100,6,0,91,1,1,Some College or Associate Degree,Single,Male
2020,11,1300,37001,24,2,100,1,0,111,1,1,Bachelor's,Married,Female
2020,11,1300,37001,27,1,100,1,0,111,1,1,Bachelor's,Married,Male
2020,11,3150,37147,55,2,100,4,100,73,1,1,High School or below,Divorced,Female
2020,11,3600,37133,21,2,100,1,600,73,1,1,High School or below,Married,Female
2020,11,3291,0,28,2,100,1,0,123,1,1,Graduate or Professional Degree,Married,Female
2020,11,3291,0,20,2,100,6,0,81,1,1,Some College or Associate Degree,Single,Female
2020,11,3291,0,44,2,100,4,0,73,2,1,High School or below,Divorced,Female
2020,11,1300,37001,60,1,100,1,0,111,2,1,Bachelor's,Married,Male
2020,11,1300,37001,21,1,100,1,100,73,1,1,High School or below,Married,Male
2020,11,3291,0,44,1,100,3,0,73,1,1,High School or below,,Male
2020,11,3291,0,46,2,100,6,0,73,1,1,High School or below,Single,Female
2020,11,1300,37001,60,2,100,4,0,92,1,1,Some College or Associate Degree,Divorced,Female
2020,11,1300,37001,41,1,100,4,0,73,1,1,High School or below,Divorced,Male
2020,11,2980,37191,70,1,100,1,0,60,1,1,High School or below,Married,Male
2020,11,3150,37147,49,2,100,4,0,81,1,1,Some College or Associate Degree,Divorced,Female
2020,11,3150,37147,56,2,100,1,0,73,1,1,High School or below,Married,Female
2020,11,3150,37147,62,1,100,1,0,73,1,1,High School or below,Married,Male
2020,11,3150,37147,27,2,100,6,0,73,1,1,High School or below,Single,Female
2020,11,3291,0,40,1,100,1,0,92,1,2,Some College or Associate Degree,Married,Male
2020,11,3291,0,38,2,100,1,0,111,1,1,Bachelor's,Married,Female
2020,11,3600,37133,23,1,100,6,0,73,1,1,High School or below,Single,Male
2020,11,3600,37133,23,1,100,6,0,73,1,1,High School or below,Single,Male
2020,11,2980,37191,23,1,100,1,0,73,1,1,High School or below,Married,Male
2020,11,2980,37191,25,2,200,1,0,73,1,1,High School or below,Married,Female
2020,11,3150,37147,55,1,100,6,0,91,1,1,Some College or Associate Degree,Single,Male
2020,11,3291,0,28,1,100,1,0,73,1,1,High School or below,Married,Male
2020,11,3291,0,37,1,100,6,300,73,1,1,High School or below,Single,Male
2020,11,480,37021,31,1,100,1,0,81,1,1,Some College or Associate Degree,Married,Male
2020,11,480,37021,27,2,100,1,100,123,2,2,Graduate or Professional Degree,Married,Female
2020,11,2980,37191,43,1,100,1,0,73,1,2,High School or below,Married,Male
2020,11,3150,37147,46,1,100,6,0,111,1,1,Bachelor's,Single,Male
2020,11,3291,0,36,1,200,6,0,60,1,1,High School or below,Single,Male
2020,11,1300,37001,19,2,100,6,0,60,1,1,High School or below,Single,Female
2020,11,480,0,27,2,100,4,0,40,1,1,,Divorced,Female
2020,11,480,0,31,1,100,4,0,73,1,1,High School or below,Divorced,Male
2020,11,480,37021,80,2,100,5,0,123,1,1,Graduate or Professional Degree,,Female
2020,11,480,37021,70,1,100,6,0,123,1,1,Graduate or Professional Degree,Single,Male
2020,12,3122,0,34,1,100,1,0,73,1,1,High School or below,Married,Male
2020,12,3122,0,37,2,100,1,0,111,1,1,Bachelor's,Married,Female
2020,12,1521,37119,27,2,200,6,0,111,1,1,Bachelor's,Single,Female
2020,12,1521,37119,49,2,200,4,0,81,1,1,Some College or Associate Degree,Divorced,Female
2020,12,1521,37119,35,2,200,1,0,123,2,1,Graduate or Professional Degree,Married,Female
2020,12,6642,0,29,1,100,6,0,111,1,1,Bachelor's,Single,Male
2020,12,6642,0,28,1,200,1,400,111,2,1,Bachelor's,Married,Male
2020,12,6642,0,27,2,200,1,400,111,2,1,Bachelor's,Married,Female
2020,12,6642,0,28,1,200,2,0,81,2,1,Some College or Associate Degree,,Male
2020,12,1521,37119,66,1,100,1,0,81,1,1,Some College or Associate Degree,Married,Male
2020,12,6641,0,27,2,806,6,0,123,2,1,Graduate or Professional Degree,Single,Female
2020,12,6641,0,25,1,100,6,0,111,2,1,Bachelor's,Single,Male
2020,12,2560,0,58,2,100,6,0,73,1,1,High School or below,Single,Female
2020,12,6641,0,58,2,100,4,0,123,2,1,Graduate or Professional Degree,Divorced,Female
2020,12,2560,0,33,1,100,1,0,125,1,1,Graduate or Professional Degree,Married,Male
2020,12,6641,0,21,1,200,6,0,81,1,1,Some College or Associate Degree,Single,Male
2020,12,1521,0,50,1,100,6,0,73,1,1,High School or below,Single,Male
2020,12,3122,0,45,1,200,1,0,111,1,1,Bachelor's,Married,Male
2020,12,3122,0,16,2,200,6,0,60,1,1,High School or below,Single,Female
2020,12,3122,0,50,2,100,2,0,92,1,1,Some College or Associate Degree,,Female
2020,12,3122,0,51,2,100,2,0,123,1,1,Graduate or Professional Degree,,Female
2020,12,3122,0,55,2,100,1,0,111,1,1,Bachelor's,Married,Female
2020,12,3122,0,23,1,100,6,0,111,2,1,Bachelor's,Single,Male
2020,12,3122,0,60,2,100,6,0,111,2,1,Bachelor's,Single,Female
2020,12,1521,0,42,1,200,1,0,30,1,1,,Married,Male
2020,12,1521,0,27,2,100,6,0,92,1,1,Some College or Associate Degree,Single,Female
2020,12,1521,37119,45,2,200,1,0,111,2,1,Bachelor's,Married,Female
2020,12,1521,37119,51,1,200,1,0,73,1,1,High School or below,Married,Male
2020,12,1521,37119,17,1,200,6,0,50,1,1,High School or below,Single,Male
2020,12,6642,0,25,2,200,1,0,92,1,1,Some College or Associate Degree,Married,Female
2020,12,6642,0,29,1,200,1,0,73,1,1,High School or below,Married,Male
2020,12,1521,37119,45,2,100,1,0,111,1,1,Bachelor's,Married,Female
2020,12,1521,37119,51,1,100,1,0,123,2,1,Graduate or Professional Degree,Married,Male
2020,12,1521,37119,51,1,100,1,0,123,2,1,Graduate or Professional Degree,Married,Male
2020,12,1521,37119,51,2,100,1,0,91,1,1,Some College or Associate Degree,Married,Female
2020,12,1521,37119,18,2,100,6,0,60,1,1,High School or below,Single,Female
2020,12,1521,37119,53,2,100,4,0,111,1,1,Bachelor's,Divorced,Female
2020,12,1521,37119,46,1,100,1,0,111,1,1,Bachelor's,Married,Male
2020,12,1521,37119,67,2,100,4,0,111,1,1,Bachelor's,Divorced,Female
2020,12,1521,37119,24,2,200,6,0,111,1,1,Bachelor's,Single,Female
2020,12,2560,0,34,1,100,6,0,92,1,1,Some College or Associate Degree,Single,Male
2020,12,2560,0,34,2,100,6,0,111,1,1,Bachelor's,Single,Female
2020,12,2560,0,53,2,100,4,0,73,1,1,High School or below,Divorced,Female
2020,12,3121,37067,59,2,100,1,0,123,1,1,Graduate or Professional Degree,Married,Female
2020,12,3121,37067,61,1,100,1,0,123,2,1,Graduate or Professional Degree,Married,Male
2020,12,1521,0,41,2,100,1,100,111,1,1,Bachelor's,Married,Female
2020,12,1521,0,17,1,100,6,100,60,1,1,High School or below,Single,Male
2020,12,2560,0,23,2,100,4,0,71,1,1,High School or below,Divorced,Female
2020,12,3121,37067,55,1,200,4,0,81,1,1,Some College or Associate Degree,Divorced,Male
2020,12,3121,37067,31,1,100,3,100,50,1,1,High School or below,,Male
2020,12,6641,0,41,1,200,6,0,73,1,2,High School or below,Single,Male
2020,12,1521,0,45,2,200,6,0,123,1,1,Graduate or Professional Degree,Single,Female
2020,12,1521,37119,51,2,200,3,0,123,1,1,Graduate or Professional Degree,,Female
2020,12,1521,37119,18,2,200,6,0,81,1,1,Some College or Associate Degree,Single,Female
2020,12,6641,0,49,2,200,1,0,81,1,1,Some College or Associate Degree,Married,Female
2020,12,6641,0,43,1,200,1,0,73,1,1,High School or below,Married,Male
2020,12,6641,0,38,1,200,1,0,111,1,1,Bachelor's,Married,Male
2020,12,6641,0,36,2,200,1,0,111,2,1,Bachelor's,Married,Female
2020,12,1521,37119,85,1,100,5,0,91,1,1,Some College or Associate Degree,,Male
2020,12,1521,37119,30,1,100,1,0,123,2,1,Graduate or Professional Degree,Married,Male
2020,12,1521,37119,29,2,100,1,0,123,1,1,Graduate or Professional Degree,Married,Female
2020,12,6641,0,27,2,200,6,0,123,2,1,Graduate or Professional Degree,Single,Female
2020,12,3122,0,20,2,803,6,0,81,1,1,Some College or Associate Degree,Single,Female
2020,12,1521,37119,44,1,100,6,0,50,1,1,High School or below,Single,Male
2020,12,1521,37119,29,2,100,4,100,73,1,1,High School or below,Divorced,Female
2020,12,2560,0,33,1,100,4,0,91,1,1,Some College or Associate Degree,Divorced,Male
2020,12,3121,37067,48,1,100,6,0,81,1,1,Some College or Associate Degree,Single,Male
2020,12,6642,0,37,2,100,3,0,73,1,1,High School or below,,Female
2020,12,6641,0,29,2,200,6,0,123,2,1,Graduate or Professional Degree,Single,Female
2020,12,6641,0,63,2,100,1,0,123,1,1,Graduate or Professional Degree,Married,Female
2020,12,6641,0,24,2,801,6,0,73,1,2,High School or below,Single,Female
2020,12,1521,37119,67,2,100,1,0,124,1,1,Graduate or Professional Degree,Married,Female
2020,12,1521,37119,68,1,100,1,0,124,1,1,Graduate or Professional Degree,Married,Male
2020,12,1521,37119,31,1,100,6,0,123,2,1,Graduate or Professional Degree,Single,Male
2020,12,1521,37119,61,1,100,6,0,73,1,1,High School or below,Single,Male
2020,12,6642,0,54,1,100,1,611,91,1,1,Some College or Associate Degree,Married,Male
2020,12,6642,0,62,2,100,1,611,91,1,1,Some College or Associate Degree,Married,Female
2020,12,1521,0,44,1,651,1,0,123,2,1,Graduate or Professional Degree,Married,Male
2020,12,6641,0,42,2,100,6,0,73,1,1,High School or below,Single,Female
2020,12,2560,0,53,2,200,4,0,81,1,1,Some College or Associate Degree,Divorced,Female
2020,12,6642,0,27,2,200,6,0,111,1,1,Bachelor's,Single,Female
2020,12,6642,0,24,2,200,6,0,111,1,1,Bachelor's,Single,Female
2020,12,1521,37119,37,2,100,3,0,111,1,1,Bachelor's,,Female
2020,12,1521,37119,58,2,200,1,0,73,1,1,High School or below,Married,Female
2020,12,3121,37067,59,2,100,1,0,91,1,1,Some College or Associate Degree,Married,Female
2020,12,3121,37067,59,1,100,1,0,73,1,1,High School or below,Married,Male
2020,12,3122,0,33,1,100,1,0,111,2,1,Bachelor's,Married,Male
2020,12,3122,0,33,2,100,1,0,123,2,1,Graduate or Professional Degree,Married,Female
2020,12,3122,0,25,1,100,1,0,81,1,1,Some College or Associate Degree,Married,Male
2020,12,3122,0,48,1,100,3,0,73,1,1,High School or below,,Male
2020,12,6642,0,54,1,100,1,0,111,2,1,Bachelor's,Married,Male
2020,12,1521,0,21,2,100,6,600,81,1,1,Some College or Associate Degree,Single,Female
2020,12,1521,0,50,2,100,1,600,73,1,1,High School or below,Married,Female
2020,12,1521,0,51,1,100,1,600,111,1,1,Bachelor's,Married,Male
2020,12,6642,0,36,2,100,1,0,111,1,1,Bachelor's,Married,Female
2020,12,6642,0,39,2,100,1,0,124,1,1,Graduate or Professional Degree,Married,Female
2020,12,3121,37067,42,2,100,1,100,30,1,1,,Married,Female
2020,12,3121,37067,47,1,100,1,0,71,1,1,High School or below,Married,Male
2020,12,6642,0,53,1,200,3,0,73,1,1,High School or below,,Male
2020,12,6642,0,20,2,200,6,0,73,1,2,High School or below,Single,Female
2020,12,6642,0,46,2,651,6,100,71,1,1,High School or below,Single,Female
2020,12,6642,0,24,2,651,6,100,73,1,1,High School or below,Single,Female
2020,12,6642,0,28,1,651,6,100,81,1,1,Some College or Associate Degree,Single,Male
2020,12,6641,0,74,1,100,1,0,124,2,1,Graduate or Professional Degree,Married,Male
2020,12,6641,0,55,2,100,1,0,124,2,1,Graduate or Professional Degree,Married,Female
2020,12,3122,0,72,1,100,1,300,124,1,1,Graduate or Professional Degree,Married,Male
2020,12,3122,0,23,2,200,6,0,73,1,1,High School or below,Single,Female
2020,12,3122,0,23,2,200,6,0,73,1,1,High School or below,Single,Female
2020,12,3122,0,36,2,100,1,0,111,1,1,Bachelor's,Married,Female
2020,12,3122,0,39,1,100,1,100,81,1,1,Some College or Associate Degree,Married,Male
2020,12,3122,0,19,2,100,6,0,81,1,1,Some College or Associate Degree,Single,Female
2020,12,6642,0,26,1,100,6,0,73,2,1,High School or below,Single,Male
2020,12,1521,37119,36,1,200,1,0,123,2,1,Graduate or Professional Degree,Married,Male
2020,12,1521,37119,38,2,200,1,0,111,1,1,Bachelor's,Married,Female
2020,12,6641,0,59,2,100,5,0,123,2,1,Graduate or Professional Degree,,Female
2020,12,6641,0,48,2,100,6,0,91,1,1,Some College or Associate Degree,Single,Female
2020,12,2560,0,24,2,100,6,0,111,1,1,Bachelor's,Single,Female
2020,12,2560,0,44,1,801,6,0,92,1,1,Some College or Associate Degree,Single,Male
2020,12,2560,0,32,2,801,4,611,92,1,1,Some College or Associate Degree,Divorced,Female
2020,12,1521,37119,80,2,200,5,0,73,1,1,High School or below,,Female
2020,12,1521,37119,63,2,100,6,0,123,2,1,Graduate or Professional Degree,Single,Female
2020,12,1521,37119,56,2,100,4,0,111,1,1,Bachelor's,Divorced,Female
2020,12,6642,0,28,2,200,6,0,123,2,1,Graduate or Professional Degree,Single,Female
2020,12,6642,0,27,2,200,6,0,123,2,1,Graduate or Professional Degree,Single,Female
2020,12,1521,37119,70,2,200,6,0,73,1,1,High School or below,Single,Female
2020,12,1521,37119,28,1,100,6,0,123,1,1,Graduate or Professional Degree,Single,Male
2020,12,6641,0,34,1,100,1,0,81,2,1,Some College or Associate Degree,Married,Male
2020,12,6641,0,34,2,100,1,0,111,1,1,Bachelor's,Married,Female
2020,12,6641,0,38,1,100,6,0,111,2,1,Bachelor's,Single,Male
2020,12,1521,0,42,1,100,6,100,73,1,1,High School or below,Single,Male
2020,12,1521,37119,48,1,100,1,0,123,1,1,Graduate or Professional Degree,Married,Male
2020,12,1521,37119,48,2,651,1,0,111,2,1,Bachelor's,Married,Female
2020,12,6642,0,36,1,100,6,0,123,2,1,Graduate or Professional Degree,Single,Male
2020,12,6642,0,51,1,100,1,612,111,2,1,Bachelor's,Married,Male
2020,12,6642,0,51,2,100,1,0,123,2,1,Graduate or Professional Degree,Married,Female
2020,12,6642,0,63,2,651,1,0,60,1,1,High School or below,Married,Female
2020,12,6642,0,42,2,200,6,0,92,1,1,Some College or Associate Degree,Single,Female
2020,12,6642,0,21,1,200,6,0,73,1,1,High School or below,Single,Male
2020,12,1521,37119,55,2,200,6,0,73,1,1,High School or below,Single,Female
2020,12,1521,37119,66,1,100,1,0,73,1,1,High School or below,Married,Male
2020,12,1521,37119,60,2,100,1,0,73,1,1,High School or below,Married,Female
2020,12,1521,37119,23,1,100,6,0,111,2,1,Bachelor's,Single,Male
2020,12,1521,37119,36,2,100,6,0,111,1,1,Bachelor's,Single,Female
2020,12,1521,37119,75,1,100,1,0,81,1,1,Some College or Associate Degree,Married,Male
2020,12,2560,0,39,1,200,6,0,92,1,1,Some College or Associate Degree,Single,Male
2020,12,6641,0,26,2,200,6,0,111,1,1,Bachelor's,Single,Female
2020,12,6642,0,31,1,100,6,0,123,2,1,Graduate or Professional Degree,Single,Male
2020,12,1521,0,40,1,100,1,612,111,1,1,Bachelor's,Married,Male
2020,12,1521,0,37,2,100,1,612,111,1,1,Bachelor's,Married,Female
2020,12,1521,0,56,1,100,1,0,111,2,1,Bachelor's,Married,Male
2020,12,1521,0,57,2,100,1,0,111,1,1,Bachelor's,Married,Female
2020,12,6641,0,61,1,200,4,0,81,1,1,Some College or Associate Degree,Divorced,Male
2020,12,6641,0,22,2,200,6,0,81,1,1,Some College or Associate Degree,Single,Female
2020,12,6641,0,24,1,200,6,0,73,1,1,High School or below,Single,Male
2020,12,3122,0,41,1,200,6,0,92,1,1,Some College or Associate Degree,Single,Male
2020,12,3121,37067,65,1,200,4,0,73,1,1,High School or below,Divorced,Male
2020,12,6642,0,49,1,651,1,0,123,2,1,Graduate or Professional Degree,Married,Male
2020,12,1521,0,55,1,100,1,0,123,1,1,Graduate or Professional Degree,Married,Male
2020,12,1521,0,57,2,100,1,0,123,2,1,Graduate or Professional Degree,Married,Female
2020,12,6641,0,49,2,803,4,0,73,1,1,High School or below,Divorced,Female
2020,12,6641,0,25,1,811,6,0,111,1,1,Bachelor's,Single,Male
2020,12,6641,0,56,1,100,1,0,124,1,1,Graduate or Professional Degree,Married,Male
2020,12,6641,0,59,2,100,1,0,111,1,1,Bachelor's,Married,Female
2020,12,6642,0,27,1,100,6,0,111,1,1,Bachelor's,Single,Male
2020,12,3122,0,54,1,100,6,0,111,2,1,Bachelor's,Single,Male
2020,12,3122,0,56,1,651,1,0,123,1,1,Graduate or Professional Degree,Married,Male
2020,12,3122,0,55,2,651,1,0,111,1,1,Bachelor's,Married,Female
2020,12,1521,37119,56,1,100,4,0,111,2,1,Bachelor's,Divorced,Male
2020,12,1521,37119,62,2,100,4,0,81,1,2,Some College or Associate Degree,Divorced,Female
2020,12,3122,0,70,2,200,4,0,123,2,1,Graduate or Professional Degree,Divorced,Female
2020,12,3122,0,25,2,100,1,0,111,1,1,Bachelor's,Married,Female
2020,12,3122,0,26,1,100,1,100,50,1,1,High School or below,Married,Male
2020,12,1521,37119,30,1,200,6,0,73,2,2,High School or below,Single,Male
2020,12,1521,37119,85,2,100,1,0,81,1,1,Some College or Associate Degree,Married,Female
2020,12,1521,37119,31,1,200,6,0,111,1,1,Bachelor's,Single,Male
2020,12,1521,0,41,2,100,6,0,91,1,1,Some College or Associate Degree,Single,Female
2020,12,6642,0,74,1,100,1,0,73,1,2,High School or below,Married,Male
2020,12,6642,0,43,2,100,4,0,111,1,1,Bachelor's,Divorced,Female
2020,12,1521,37119,46,2,200,6,0,111,1,1,Bachelor's,Single,Female
2020,12,1521,37119,79,1,100,1,0,111,1,1,Bachelor's,Married,Male
2020,12,1521,37119,73,2,100,1,0,111,1,2,Bachelor's,Married,Female
2020,12,1521,37119,25,2,200,6,0,111,1,2,Bachelor's,Single,Female
2020,12,1521,37119,29,2,100,6,400,111,2,1,Bachelor's,Single,Female
2020,12,2560,0,61,2,100,4,0,73,1,1,High School or below,Divorced,Female
2020,12,6642,0,65,2,100,4,0,111,1,1,Bachelor's,Divorced,Female
2020,12,6642,0,56,2,100,4,0,73,1,1,High School or below,Divorced,Female
2020,12,3121,37067,32,1,651,1,0,123,1,1,Graduate or Professional Degree,Married,Male
2020,12,6641,0,25,2,100,6,0,111,1,1,Bachelor's,Single,Female
2020,12,6641,0,53,2,100,1,611,2,1,1,,Married,Female
2020,12,6641,0,20,1,100,6,611,73,1,1,High School or below,Single,Male
2020,12,6642,0,54,1,100,1,0,111,1,1,Bachelor's,Married,Male
2020,12,6642,0,55,1,200,4,0,73,1,1,High School or below,Divorced,Male
2020,12,6641,0,51,2,100,1,0,123,1,1,Graduate or Professional Degree,Married,Female
2020,12,6641,0,52,1,100,1,0,125,2,1,Graduate or Professional Degree,Married,Male
2020,12,3121,37067,34,1,200,6,0,73,1,1,High School or below,Single,Male
2020,12,6641,0,45,1,651,4,0,111,1,1,Bachelor's,Divorced,Male
2020,12,3122,0,44,1,100,1,100,60,1,1,High School or below,Married,Male
2020,12,3122,0,39,2,100,1,100,60,1,1,High School or below,Married,Female
2020,12,3121,37067,20,2,200,6,0,73,1,1,High School or below,Single,Female
2020,12,3121,37067,19,2,200,6,0,73,1,1,High School or below,Single,Female
2020,12,3121,37067,25,2,100,6,100,111,2,1,Bachelor's,Single,Female
2020,12,3121,37067,59,1,100,6,100,124,2,1,Graduate or Professional Degree,Single,Male
2020,12,3121,37067,29,1,100,6,100,111,1,1,Bachelor's,Single,Male
2020,12,3121,37067,48,2,100,6,100,2,1,1,,Single,Female
2020,12,6642,0,32,1,100,6,0,111,1,1,Bachelor's,Single,Male
2020,12,1521,37119,66,2,100,5,0,123,1,1,Graduate or Professional Degree,,Female
2020,12,6642,0,45,1,100,1,0,111,2,1,Bachelor's,Married,Male
2020,12,6641,0,27,1,100,6,0,111,1,2,Bachelor's,Single,Male
2020,12,6641,0,26,1,100,6,0,111,1,2,Bachelor's,Single,Male
2020,12,1521,37119,25,2,100,6,0,111,1,1,Bachelor's,Single,Female
2020,12,1521,37119,43,1,200,4,0,73,2,1,High School or below,Divorced,Male
2020,12,3121,37067,44,1,200,6,0,73,1,1,High School or below,Single,Male
2020,12,1521,37119,74,2,100,1,0,111,1,2,Bachelor's,Married,Female
2020,12,6641,0,22,2,100,2,0,111,1,1,Bachelor's,,Female
2020,12,6641,0,22,2,100,6,0,111,1,1,Bachelor's,Single,Female
2020,12,1521,0,39,2,200,6,0,91,1,1,Some College or Associate Degree,Single,Female
2020,12,1521,0,16,1,200,6,0,50,1,1,High School or below,Single,Male
2020,12,6641,0,20,1,651,6,0,81,1,1,Some College or Associate Degree,Single,Male
2020,12,6641,0,20,1,651,6,0,81,2,1,Some College or Associate Degree,Single,Male
2020,12,6641,0,20,1,100,6,0,81,1,1,Some College or Associate Degree,Single,Male
2020,12,6641,0,58,2,200,6,0,92,1,1,Some College or Associate Degree,Single,Female
2020,12,1521,0,30,2,200,6,0,81,1,1,Some College or Associate Degree,Single,Female
2020,12,1521,37119,27,2,100,6,0,111,2,1,Bachelor's,Single,Female
2020,12,1521,37119,28,1,100,6,0,111,2,1,Bachelor's,Single,Male
2020,12,3122,0,40,1,200,3,0,73,1,1,High School or below,,Male
2020,12,1521,0,28,2,651,1,0,60,1,1,High School or below,Married,Female
2020,12,1521,0,25,1,651,1,0,111,1,1,Bachelor's,Married,Male
2020,12,1521,37119,66,1,200,5,0,81,1,1,Some College or Associate Degree,,Male
2020,12,1521,37119,26,2,100,6,0,92,1,1,Some College or Associate Degree,Single,Female
2020,12,3121,37067,53,1,100,4,0,111,1,1,Bachelor's,Divorced,Male
2020,12,3121,37067,65,1,100,1,0,111,1,1,Bachelor's,Married,Male
2020,12,2560,0,55,2,100,4,0,73,1,2,High School or below,Divorced,Female
2020,12,1521,0,27,1,100,6,0,73,1,1,High School or below,Single,Male
2020,12,6642,0,49,2,200,2,400,73,1,1,High School or below,,Female
2020,12,6642,0,25,2,200,6,400,111,1,1,Bachelor's,Single,Female
2020,12,6642,0,41,1,100,1,0,81,1,1,Some College or Associate Degree,Married,Male
2020,12,6641,0,34,1,100,6,0,111,2,1,Bachelor's,Single,Male
2020,12,3121,37067,67,1,100,1,100,111,1,1,Bachelor's,Married,Male
2020,12,3121,37067,61,2,100,1,100,20,1,1,,Married,Female
2020,12,1521,37119,46,2,100,1,0,123,1,1,Graduate or Professional Degree,Married,Female
2020,12,1521,37119,46,1,100,1,0,123,2,1,Graduate or Professional Degree,Married,Male
2020,12,6642,0,33,1,200,6,612,81,1,1,Some College or Associate Degree,Single,Male
2020,12,1521,0,52,1,651,1,0,123,2,1,Graduate or Professional Degree,Married,Male
2020,12,1521,0,21,1,651,6,0,81,1,1,Some College or Associate Degree,Single,Male
2020,12,1521,37119,51,2,100,6,0,92,1,1,Some College or Associate Degree,Single,Female
2020,12,6641,0,42,2,200,1,0,123,1,1,Graduate or Professional Degree,Married,Female
2020,12,6641,0,44,1,200,1,0,111,1,1,Bachelor's,Married,Male
2020,12,6641,0,48,2,200,1,0,111,2,1,Bachelor's,Married,Female
2020,12,6641,0,48,1,200,1,0,111,1,1,Bachelor's,Married,Male
2020,12,6641,0,19,2,200,6,0,81,1,1,Some College or Associate Degree,Single,Female
2020,12,1521,0,34,1,100,1,200,91,1,1,Some College or Associate Degree,Married,Male
2020,12,1521,0,31,2,100,1,200,111,2,1,Bachelor's,Married,Female
2020,12,6642,0,33,1,100,6,0,123,1,1,Graduate or Professional Degree,Single,Male
2020,12,1521,0,59,1,100,1,0,123,1,1,Graduate or Professional Degree,Married,Male
2020,12,1521,0,60,2,100,1,0,123,1,1,Graduate or Professional Degree,Married,Female
2020,12,2560,0,24,1,200,6,0,111,1,1,Bachelor's,Single,Male
2020,12,6641,0,61,2,200,4,0,91,1,1,Some College or Associate Degree,Divorced,Female
2020,12,1521,0,35,1,651,1,0,123,2,1,Graduate or Professional Degree,Married,Male
2020,12,1521,0,34,2,651,1,0,123,2,1,Graduate or Professional Degree,Married,Female
2020,12,6642,0,69,1,100,1,0,111,1,1,Bachelor's,Married,Male
2020,12,6642,0,74,2,100,1,0,111,1,1,Bachelor's,Married,Female
2020,12,1521,37119,43,2,100,4,0,92,2,1,Some College or Associate Degree,Divorced,Female
2020,12,6641,0,51,1,100,6,0,125,1,1,Graduate or Professional Degree,Single,Male
2020,12,6641,0,55,1,100,4,0,123,2,1,Graduate or Professional Degree,Divorced,Male
2020,12,3121,37067,36,1,100,4,0,73,1,1,High School or below,Divorced,Male
2020,12,6642,0,43,2,100,1,0,123,2,1,Graduate or Professional Degree,Married,Female
2020,12,6642,0,41,1,100,1,0,123,2,1,Graduate or Professional Degree,Married,Male
2020,12,6642,0,25,1,100,6,0,111,2,1,Bachelor's,Single,Male
