METAREA,COUNTY,AGE,COVIDUNAW,month_le,gender_Female,gender_Male,education_Bachelor's,education_Graduate or Professional Degree,education_High School or below,education_Some College or Associate Degree,race_Asian,race_Black,race_Native American,race_White,hispanic_Hispanic,hispanic_Non-Hispanic,marital_status_Divorced,marital_status_Married,marital_status_Single
480,37021,31,1,14,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1
480,37021,23,1,14,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1
2980,37191,43,1,14,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0
2980,37191,37,1,14,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0
3600,37133,26,1,14,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1
3600,37133,36,1,14,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0
3150,37147,33,1,14,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0
3150,37147,40,1,14,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0
480,37021,29,1,14,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1
480,37021,33,1,14,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1
1300,37001,74,1,14,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0
2980,37191,29,1,14,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1
3291,0,54,1,14,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0
1300,37001,51,1,14,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0
3291,0,56,1,14,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0
1300,37001,62,1,14,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0
1300,37001,59,1,14,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0
3600,37133,50,1,14,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0
3600,37133,41,1,14,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0
3600,37133,40,1,14,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0
3600,37133,28,1,14,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1
480,37021,58,1,14,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0
480,37021,17,1,14,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1
480,37021,17,1,14,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1
2980,37191,59,1,14,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0
2980,37191,57,1,14,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0
1300,37001,40,2,14,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0
1300,37001,45,2,14,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0
480,37021,47,1,14,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0
2980,37191,41,1,14,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0
2980,37191,39,1,14,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0
1300,37001,80,1,14,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0
1300,37001,80,1,14,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0
1300,37001,41,1,14,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1
1300,37001,61,1,14,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0
3291,0,27,1,14,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1
3291,0,21,1,14,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1
3291,0,22,1,14,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1
3291,0,51,1,14,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0
3600,37133,26,1,14,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0
480,0,26,1,14,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1
3291,0,61,1,14,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0
3291,0,54,1,14,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0
2980,37191,41,1,14,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1
2980,37191,29,1,14,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1
3291,0,39,1,14,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0
3291,0,17,1,14,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1
3150,37147,21,1,14,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1
3150,37147,21,1,14,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1
1300,37001,39,1,14,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0
1300,37001,54,1,14,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0
1300,37001,44,1,14,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0
3291,0,40,1,14,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0
3291,0,38,1,14,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0
3600,37133,32,1,14,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0
2980,37191,60,1,14,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0
2980,37191,63,1,14,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0
3600,37133,20,1,14,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1
480,0,68,1,14,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1
480,37021,27,1,14,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1
2980,37191,59,1,14,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1
1300,37001,39,1,14,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0
3600,37133,45,1,14,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0
3600,37133,46,1,14,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0
480,37021,31,1,14,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0
480,37021,28,1,14,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0
3150,37147,62,1,14,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0
480,37021,59,1,14,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0
480,37021,54,1,14,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0
480,37021,47,1,14,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0
3291,0,57,1,14,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0
3150,37147,46,1,14,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1
2980,37191,23,1,14,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
480,0,50,1,14,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0
480,0,58,1,14,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0
1300,37001,26,1,14,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1
3600,37133,20,1,14,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1
480,0,34,1,14,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0
480,0,41,1,14,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0
480,0,18,1,14,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1
3122,0,34,1,15,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0
3122,0,37,1,15,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0
3122,0,32,1,15,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0
1521,37119,33,1,15,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1
1521,37119,40,1,15,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0
1521,37119,42,1,15,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0
1521,37119,29,1,15,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1
1521,37119,62,1,15,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0
1521,37119,29,1,15,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1
1521,37119,27,1,15,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1
1521,37119,25,1,15,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1
6642,0,29,1,15,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1
3122,0,52,1,15,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0
2560,0,29,1,15,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0
1521,0,27,1,15,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0
6641,0,25,1,15,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1
6641,0,34,1,15,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0
6641,0,45,1,15,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0
2560,0,30,1,15,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0
2560,0,24,1,15,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0
6641,0,36,1,15,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0
6641,0,35,1,15,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0
6641,0,58,1,15,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0
2560,0,33,1,15,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0
6641,0,60,1,15,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1
1521,37119,46,1,15,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0
1521,37119,53,1,15,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0
1521,37119,57,1,15,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0
6642,0,39,1,15,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0
1521,37119,39,1,15,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0
1521,37119,34,1,15,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0
1521,37119,34,1,15,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0
1521,37119,35,1,15,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0
6642,0,38,1,15,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1
3122,0,24,1,15,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1
6642,0,32,1,15,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0
1521,37119,67,1,15,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0
1521,37119,43,1,15,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1
1521,37119,23,1,15,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1
1521,37119,33,1,15,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1
6642,0,46,1,15,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0
1521,37119,51,1,15,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0
1521,37119,51,1,15,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0
1521,37119,18,1,15,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1
6642,0,56,1,15,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1
1521,37119,30,1,15,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1
2560,0,53,1,15,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0
3122,0,20,1,15,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1
1521,37119,46,1,15,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1
1521,37119,40,1,15,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0
1521,37119,44,1,15,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1
3122,0,23,1,15,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1
3121,37067,55,1,15,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0
1521,37119,61,1,15,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0
1521,37119,65,1,15,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0
1521,37119,26,1,15,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1
6641,0,55,1,15,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0
6641,0,54,1,15,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0
3121,37067,31,1,15,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
3121,37067,34,1,15,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0
1521,37119,67,1,15,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0
1521,37119,60,1,15,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0
1521,37119,64,1,15,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0
3122,0,62,1,15,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0
3122,0,62,1,15,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0
6641,0,64,1,15,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0
6641,0,65,2,15,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0
3122,0,20,1,15,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1
3122,0,21,1,15,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1
3122,0,23,1,15,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1
1521,0,30,1,15,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0
1521,0,32,1,15,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0
1521,37119,56,1,15,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1
6641,0,64,1,15,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0
6641,0,42,1,15,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1
1521,37119,34,1,15,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0
1521,37119,35,1,15,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0
1521,37119,37,1,15,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1
1521,37119,58,1,15,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0
1521,37119,42,1,15,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1
1521,37119,46,1,15,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1
6642,0,46,1,15,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1
6642,0,49,1,15,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1
6642,0,17,1,15,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1
6642,0,54,1,15,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0
6642,0,42,1,15,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0
1521,0,47,1,15,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0
6642,0,52,1,15,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0
6642,0,46,1,15,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0
3121,37067,27,1,15,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1
6642,0,69,1,15,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0
3122,0,53,1,15,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1
6642,0,26,1,15,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1
1521,37119,55,1,15,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
1521,37119,53,1,15,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0
1521,37119,51,1,15,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0
3121,37067,29,1,15,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0
3121,37067,30,1,15,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0
3121,37067,78,1,15,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0
1521,0,57,1,15,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1
6641,0,48,1,15,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0
6641,0,41,1,15,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0
1521,37119,37,1,15,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1
1521,37119,33,1,15,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1
1521,37119,55,1,15,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0
1521,37119,45,1,15,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0
2560,0,26,1,15,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0
1521,37119,64,1,15,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1
6642,0,20,1,15,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1
1521,37119,29,2,15,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1
1521,37119,28,1,15,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1
3122,0,43,1,15,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0
1521,37119,36,1,15,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1
1521,37119,58,1,15,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1
6641,0,39,1,15,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0
6641,0,41,1,15,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0
6641,0,44,1,15,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0
6641,0,16,1,15,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1
3122,0,47,1,15,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0
1521,37119,39,1,15,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1
1521,37119,39,1,15,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1
6641,0,54,1,15,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0
1521,37119,23,1,15,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1
1521,37119,25,1,15,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1
3121,37067,28,1,15,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1
1521,37119,52,1,15,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0
1521,37119,31,1,15,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1
1521,37119,28,1,15,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1
3122,0,30,1,15,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0
2560,0,39,1,15,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1
2560,0,57,1,15,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0
1521,0,56,1,15,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0
1521,0,57,1,15,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0
3122,0,41,1,15,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1
3121,37067,65,1,15,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0
1521,37119,44,1,15,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0
1521,37119,40,1,15,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0
6642,0,63,1,15,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0
6642,0,49,1,15,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0
1521,37119,24,1,15,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1
6642,0,31,1,15,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1
1521,0,55,1,15,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0
1521,0,57,2,15,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0
1521,0,35,1,15,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1
1521,37119,57,1,15,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0
6641,0,62,1,15,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0
6642,0,24,1,15,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1
6642,0,25,1,15,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1
1521,37119,36,1,15,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0
2560,0,26,1,15,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
3122,0,32,1,15,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1
1521,37119,35,1,15,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0
1521,37119,35,1,15,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0
1521,37119,85,1,15,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0
3122,0,63,1,15,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0
6642,0,61,1,15,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0
6642,0,69,1,15,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0
6642,0,22,1,15,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
6642,0,58,1,15,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0
6642,0,58,1,15,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0
1521,37119,29,1,15,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1
1521,37119,25,1,15,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1
6642,0,62,1,15,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0
6641,0,47,1,15,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0
6641,0,44,1,15,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0
6642,0,65,1,15,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0
6642,0,56,1,15,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0
3121,37067,51,1,15,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0
3121,37067,48,1,15,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0
3121,37067,18,1,15,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1
3121,37067,21,1,15,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1
6642,0,31,1,15,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
6642,0,54,1,15,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0
6641,0,51,1,15,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0
6641,0,53,1,15,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0
6641,0,45,1,15,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0
3122,0,31,1,15,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0
3122,0,38,1,15,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0
6642,0,33,1,15,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1
6641,0,36,1,15,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0
1521,37119,63,1,15,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0
6642,0,31,1,15,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0
6642,0,29,1,15,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1
2560,0,22,1,15,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0
1521,37119,43,1,15,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0
1521,37119,43,1,15,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0
1521,37119,18,1,15,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
1521,37119,62,1,15,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0
1521,37119,49,1,15,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0
1521,37119,41,1,15,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0
3122,0,29,1,15,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0
3122,0,26,1,15,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0
6641,0,33,1,15,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0
6641,0,34,1,15,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0
6641,0,68,1,15,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0
6641,0,38,1,15,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1
2560,0,29,1,15,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0
6642,0,25,1,15,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1
3121,37067,67,1,15,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0
1521,37119,46,1,15,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0
1521,0,52,1,15,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0
1521,37119,49,1,15,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0
1521,37119,47,1,15,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0
1521,37119,37,2,15,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0
2560,0,65,1,15,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0
3122,0,47,1,15,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0
1521,0,34,1,15,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0
1521,0,31,1,15,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0
6642,0,26,1,15,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0
6641,0,61,1,15,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1
2560,0,24,1,15,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1
3122,0,64,1,15,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0
3122,0,56,1,15,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0
6642,0,50,1,15,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1
2560,0,59,1,15,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0
6641,0,57,1,15,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0
6641,0,59,1,15,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0
3122,0,43,1,15,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0
1521,37119,80,2,15,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1
2560,0,39,1,15,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1
1521,37119,55,1,15,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1
6642,0,40,1,15,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0
6642,0,40,1,15,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0
6642,0,25,1,15,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1
6642,0,24,1,15,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1
1521,37119,53,1,15,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0
1521,37119,35,1,15,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0
1521,37119,35,1,15,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0
3122,0,41,1,15,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0
3122,0,52,1,15,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0
3122,0,43,1,15,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0
3122,0,46,1,15,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0
6642,0,36,1,15,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0
6642,0,36,1,15,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0
1521,37119,32,1,15,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0
3122,0,21,1,15,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1
6642,0,57,1,15,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0
6642,0,60,1,15,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1
6642,0,61,1,15,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0
1521,37119,45,1,15,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0
6642,0,24,1,15,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1
6641,0,47,1,15,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1
6641,0,16,1,15,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
3122,0,62,1,15,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0
3122,0,57,1,15,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0
3121,37067,62,1,15,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1
6641,0,26,1,15,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1
6642,0,31,1,15,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0
6641,0,21,1,15,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1
6642,0,35,1,15,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0
6642,0,38,1,15,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0
6642,0,57,1,15,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0
6642,0,58,1,15,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0
1521,0,45,1,15,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1
