METAREA,COUNTY,AGE,COVIDUNAW,month_le,gender_Female,gender_Male,education_Bachelor's,education_Graduate or Professional Degree,education_High School or below,education_Some College or Associate Degree,race_Asian,race_Black,race_Native American,race_White,hispanic_Hispanic,hispanic_Non-Hispanic,marital_status_Divorced,marital_status_Married,marital_status_Single
9998,0,44,1,7,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1
9998,0,55,1,7,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0
9998,0,49,1,7,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0
9998,0,38,1,7,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0
9998,0,40,1,7,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0
9998,0,56,1,7,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0
9998,0,53,1,7,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0
9998,0,66,1,7,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0
9998,0,76,1,7,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0
9998,0,48,1,7,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0
9998,0,51,1,7,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0
9998,0,48,1,7,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0
9998,0,50,1,7,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0
9998,0,52,1,7,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0
9998,0,57,2,7,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0
9998,0,56,1,7,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0
9998,0,28,1,7,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0
9998,0,32,1,7,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0
9998,0,58,1,7,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0
9998,0,53,1,7,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0
9998,0,23,1,7,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1
9998,37155,43,1,7,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0
9998,37155,23,1,7,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0
9998,37155,26,1,7,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0
9998,0,39,1,7,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0
9998,0,48,1,7,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0
9998,0,39,1,7,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0
9998,0,17,1,7,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1
9998,0,76,1,7,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1
9998,0,79,1,7,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1
9998,0,35,1,7,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1
9998,0,36,1,7,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1
9998,0,58,1,7,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0
9998,0,24,2,7,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1
9998,0,67,1,7,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0
9998,0,27,1,7,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0
9998,0,65,1,7,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0
9998,0,30,1,7,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1
9998,37155,52,1,7,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0
9998,37155,28,1,7,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1
9998,37155,29,1,7,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1
9998,0,67,1,7,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0
9998,0,49,1,7,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0
9998,0,33,1,7,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0
9998,0,25,1,7,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0
9998,0,28,2,7,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0
9998,0,56,1,7,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1
9998,0,53,1,7,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0
9998,0,28,1,7,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0
9998,0,22,1,7,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0
9998,0,43,1,7,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0
9998,0,42,1,7,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0
9998,0,66,1,7,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0
9998,0,27,1,7,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0
9998,0,26,1,7,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0
9998,0,45,2,7,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0
9998,0,58,1,7,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0
9998,0,52,1,7,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0
9998,0,49,1,7,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0
9998,0,34,1,7,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0
9998,0,34,1,7,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0
3150,37147,60,1,7,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0
3150,37147,59,1,7,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0
3150,37147,61,1,7,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0
480,37021,53,1,7,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0
480,0,41,1,7,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0
3600,37133,66,1,7,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0
3600,37133,69,1,7,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0
1300,37001,65,1,7,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0
3600,37133,50,1,7,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0
480,37021,64,1,7,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0
1300,37001,50,2,7,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0
1300,37001,48,1,7,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0
1300,37001,58,2,7,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0
3600,37133,55,1,7,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0
480,0,62,2,7,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0
1300,37001,58,1,7,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0
3150,37147,43,1,7,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0
1300,37001,28,1,7,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1
3291,0,29,1,7,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0
3291,0,34,1,7,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0
1300,37001,19,2,7,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
1300,37001,23,1,7,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1
3600,37133,61,1,7,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1
3600,37133,58,1,7,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1
3600,37133,28,1,7,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0
480,37021,39,1,7,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0
480,37021,45,1,7,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0
1300,37001,37,1,7,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1
1300,37001,66,1,7,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0
1300,37001,66,1,7,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0
1300,37001,47,1,7,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0
1300,37001,55,1,7,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1
3291,0,55,1,7,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0
3291,0,56,1,7,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0
3291,0,25,1,7,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1
3291,0,27,1,7,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1
3150,37147,53,1,7,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0
3291,0,32,1,7,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0
1300,37001,45,1,7,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0
1300,37001,45,1,7,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0
2980,37191,50,1,7,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0
2980,37191,23,1,7,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1
480,0,32,1,7,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0
480,0,30,1,7,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0
3600,37133,56,1,7,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0
1300,37001,48,1,7,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0
1300,37001,49,2,7,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0
480,0,29,1,7,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1
3291,0,32,2,7,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1
3150,37147,37,1,7,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0
3150,37147,33,1,7,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0
480,37021,23,1,7,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1
1300,37001,50,1,7,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0
1300,37001,44,1,7,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0
1300,37001,17,1,7,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1
480,37021,30,1,7,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1
1300,37001,55,1,7,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0
1300,37001,60,1,7,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0
1300,37001,29,1,7,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1
1300,37001,30,1,7,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1
3600,37133,35,1,7,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0
3150,37147,23,1,7,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1
3291,0,67,1,7,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0
3150,37147,67,1,7,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0
1300,37001,60,1,7,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0
1300,37001,64,1,7,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0
3150,37147,51,1,7,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0
3150,37147,48,1,7,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0
1300,37001,67,1,7,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0
1300,37001,68,1,7,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0
2980,37191,66,1,7,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0
3150,37147,64,1,7,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0
480,37021,73,1,7,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0
3600,37133,46,1,7,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0
3600,37133,17,1,7,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1
480,0,38,1,7,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0
480,0,44,1,7,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0
2980,37191,53,1,7,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0
2980,37191,53,1,7,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0
3600,37133,43,1,7,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0
2980,37191,27,1,7,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0
1300,37001,25,1,7,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1
480,37021,56,1,7,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1
480,0,28,1,7,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1
3150,37147,40,1,7,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0
3150,37147,42,2,7,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0
480,37021,59,1,7,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0
480,37021,30,1,7,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1
1300,37001,59,1,7,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0
1300,37001,54,1,7,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0
3600,37133,41,1,7,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0
2980,37191,30,1,7,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
2980,37191,27,1,7,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1
3600,37133,20,1,7,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0
3291,0,59,1,7,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0
2980,37191,66,1,7,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0
2980,37191,51,1,7,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0
1300,37001,34,1,7,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0
1300,37001,37,1,7,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0
480,37021,38,1,7,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0
1300,37001,41,2,7,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0
1300,37001,33,1,7,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0
2980,37191,34,1,7,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1
1300,37001,69,2,7,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0
3291,0,47,1,7,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0
3291,0,48,1,7,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0
480,37021,56,1,7,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0
480,37021,58,1,7,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0
480,37021,38,1,7,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0
480,37021,37,1,7,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0
2980,37191,56,1,7,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0
3291,0,57,1,7,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0
2980,37191,27,1,7,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1
2980,37191,17,1,7,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
3600,37133,46,1,7,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0
3600,37133,36,1,7,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0
2980,37191,43,1,7,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0
2980,37191,63,1,7,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0
480,0,56,1,7,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0
480,0,58,1,7,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0
3600,37133,22,1,7,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0
1300,37001,63,1,7,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0
1300,37001,61,1,7,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0
1521,37119,55,1,8,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0
1521,37119,47,2,8,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0
1521,37119,60,1,8,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0
1521,37119,31,1,8,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1
3122,0,32,1,8,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1
3122,0,52,1,8,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0
3122,0,47,2,8,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0
1521,0,71,2,8,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1
6641,0,31,1,8,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1
6641,0,65,1,8,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0
6641,0,61,1,8,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0
2560,0,37,1,8,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0
6641,0,68,1,8,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1
3122,0,31,1,8,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0
3122,0,29,1,8,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0
3122,0,58,1,8,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0
3122,0,62,1,8,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0
1521,37119,55,1,8,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0
3122,0,54,1,8,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0
3122,0,22,1,8,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1
3122,0,23,1,8,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1
3122,0,30,1,8,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0
3122,0,32,1,8,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0
1521,37119,57,1,8,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0
1521,37119,52,1,8,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0
1521,37119,33,1,8,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0
1521,37119,36,1,8,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0
1521,37119,36,1,8,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0
6642,0,28,1,8,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1
6642,0,26,1,8,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1
1521,37119,27,1,8,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1
1521,37119,26,1,8,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1
1521,37119,27,1,8,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1
1521,37119,50,1,8,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0
1521,37119,19,2,8,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1
6642,0,43,1,8,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0
6642,0,45,1,8,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0
1521,37119,34,1,8,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0
1521,37119,32,1,8,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0
3121,37067,58,1,8,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0
6641,0,17,1,8,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1
6641,0,22,1,8,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1
6641,0,33,1,8,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0
6641,0,35,1,8,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0
3121,37067,47,1,8,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0
1521,37119,49,1,8,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1
2560,0,25,1,8,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0
2560,0,30,1,8,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0
2560,0,37,1,8,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0
6642,0,22,1,8,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1
6642,0,37,1,8,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0
6642,0,45,1,8,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0
6642,0,53,1,8,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0
6642,0,47,1,8,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0
6642,0,17,1,8,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1
6642,0,18,1,8,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1
6641,0,44,1,8,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0
3122,0,34,1,8,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
3122,0,51,1,8,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0
1521,37119,30,1,8,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1
1521,37119,49,1,8,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0
3122,0,51,1,8,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0
3122,0,51,1,8,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0
3121,37057,45,1,8,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1
2560,0,66,1,8,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0
1521,37119,36,1,8,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1
6642,0,58,1,8,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0
6642,0,55,1,8,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0
1521,37119,24,2,8,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1
6642,0,43,1,8,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0
6642,0,63,1,8,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0
1521,0,62,1,8,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0
1521,0,30,1,8,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1
6642,0,53,1,8,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0
6642,0,56,1,8,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0
6642,0,28,1,8,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1
1521,37119,64,1,8,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0
1521,37119,27,1,8,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1
1521,37119,28,1,8,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1
6642,0,35,1,8,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0
6642,0,33,2,8,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0
6642,0,40,1,8,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0
6642,0,44,2,8,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0
3122,0,33,1,8,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0
3122,0,37,1,8,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0
6641,0,78,1,8,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1
1521,37119,23,1,8,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1
1521,37119,20,1,8,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1
2560,0,64,1,8,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0
1521,37119,27,1,8,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0
1521,37119,28,2,8,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0
6642,0,35,1,8,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0
6641,0,74,1,8,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0
1521,37119,41,1,8,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0
6641,0,40,1,8,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0
6641,0,37,1,8,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0
6641,0,41,1,8,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0
3121,37067,50,1,8,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0
3121,37067,50,1,8,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0
3121,37067,33,1,8,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0
1521,37119,38,1,8,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0
1521,37119,34,1,8,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0
3122,0,50,1,8,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0
3122,0,33,1,8,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1
3122,0,57,1,8,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0
3122,0,54,2,8,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0
6642,0,35,1,8,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0
1521,37119,50,1,8,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0
1521,37119,27,1,8,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1
6642,0,58,1,8,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0
6642,0,21,1,8,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1
1521,0,48,1,8,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0
6641,0,65,1,8,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0
3122,0,65,1,8,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0
3122,0,64,1,8,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0
3122,0,31,1,8,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0
3122,0,29,2,8,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1
3122,0,25,1,8,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1
6642,0,57,1,8,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0
3122,0,45,1,8,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0
3122,0,46,1,8,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0
3122,0,17,1,8,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1
1521,0,74,1,8,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0
1521,0,32,1,8,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0
1521,37119,33,1,8,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1
1521,37119,27,1,8,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1
1521,37119,27,1,8,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1
1521,37119,55,1,8,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0
2560,0,48,2,8,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0
2560,0,39,1,8,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0
2560,0,36,2,8,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1
1521,37119,25,1,8,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1
6641,0,31,1,8,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1
1521,37119,64,1,8,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0
2560,0,59,2,8,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0
3121,37067,56,1,8,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0
6642,0,66,1,8,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0
6642,0,28,1,8,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0
1521,37119,24,1,8,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1
3121,37057,44,1,8,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0
3121,37057,47,1,8,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0
1521,0,41,1,8,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0
1521,0,40,1,8,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0
6642,0,49,1,8,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0
3121,37067,28,1,8,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1
3121,37067,21,1,8,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1
3122,0,68,1,8,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0
3122,0,69,1,8,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0
6642,0,55,2,8,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0
6642,0,40,2,8,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0
